block_date,n_swaps,simple_avg_next_bps,usd_weighted_next_bps,simple_avg_15s_bps,usd_weighted_15s_bps,total_usd,lp_pnl_next_dollar,lp_pnl_15s_dollar
2025-10-22,5828,3.6762875357238705,-0.09196352323534361,3.5153767852277706,-0.2748093422287073,5.4159781019706964E7,-466.7402815605535,-1440.0856437458622
2025-10-23,4656,2.605795676569932,0.7248092011409281,2.341447888091562,0.2827000110881793,4.9802108006689265E7,3644.566539940045,1443.3934351054463
2025-10-24,4598,2.3178270246001533,-0.8132151883962399,2.2478363972920037,-0.05182776950223784,5.542933263001563E7,-4479.991017578922,-234.074386040378
2025-10-25,2855,2.4483015363835894,2.295749648290164,2.3318801733607493,1.9723512284029765,2.0819845254748363E7,4864.6614771071745,4190.361803858396
2025-10-26,4101,2.6889837130112433,1.1527773363836804,2.5048969842794144,1.0887720724830094,4.384431006035534E7,5281.568466363595,5037.646527112309
2025-10-27,5232,3.3348566291680783,1.5967376983641992,3.1673297080226575,1.259160387703741,4.735431350670823E7,7704.350320576348,6103.915251016382
2025-10-28,4935,2.3378721764743875,-0.5139841937439299,2.202044301136438,-0.9377853088809837,4.477320187773107E7,-2238.1778941698367,-4112.915250311288
2025-10-29,4745,2.164884480423697,-1.08172469116593,2.3796081480295825,-1.1952870872215722,5.470336192330232E7,-5894.462598865644,-6534.591238526464
2025-10-30,5774,2.390226900495168,2.0567203782580923,2.20702948156058,1.6641299549519082,7.596231716324864E7,16268.48210999551,13289.234524723057
2025-10-31,4656,2.2478060210058732,0.23267605881077785,2.0193070914550666,-0.18582051048823187,4.315016536623803E7,1167.1997207575284,-634.5260386334235
2025-11-01,3480,2.785828491928866,1.5783976281711978,2.7146500564482596,1.47279741456576,1.62833076387557E7,2583.13482908358,2411.608374249501
2025-11-02,3851,2.987043462704715,0.9009575966820244,2.870710447717014,0.7107990843629228,2.4334542643517718E7,2335.044805014389,1869.8410774664471
2025-11-03,7452,3.4715127203650944,1.2271896365859063,3.483325217026517,0.7207611993812688,9.529818320015575E7,12200.29849334852,7357.622183926425
2025-11-04,9252,2.651406664587748,1.3659632240740767,2.519049322311764,0.6568335450895322,1.5965603589260438E8,28388.617652620538,17038.719785282927
2025-11-05,6591,2.521707978122597,0.28648279658626463,2.5046343269506326,0.23791600701592203,6.628314321903596E7,2093.6442927921153,1762.60276951153
2025-11-06,5370,2.384665276374069,0.20218856504065455,2.2563621047653375,-0.1187118786554808,5.24790366631963E7,1089.096605447455,-599.657302726994
2025-11-07,5898,2.4675923124802344,-0.3133561283812989,2.1642172620542213,-0.9673265052333727,7.395960520550121E7,-2245.972940209701,-7077.133710698656
2025-11-08,4504,2.6732198823644424,2.0527700933364823,2.5322985327916205,1.8463486727354872,4.178360852509869E7,9651.523449386295,8795.04771888232
2025-11-09,5296,2.7821643515938312,-0.007792917843647729,2.6413572203443185,-0.6790412204219275,4.17702021495706E7,-112.29980777027095,-2936.6400650376313
2025-11-10,5169,2.169434283090067,-0.023854311983540738,1.983761551330491,-0.4547881440706106,4.8777375969627455E7,-117.15292572412808,-2230.714865739749
2025-11-11,5916,2.47911189567541,-0.3436092324094539,2.399060221235371,-0.7881980776866991,5.708072759832623E7,-1908.4832897773888,-4446.737675971099
2025-11-12,5959,2.6242589380034693,-0.5686520850672572,2.372614263053069,-1.4035257535633292,5.684188679506231E7,-3200.5846129840547,-7946.531596005032
2025-11-13,7631,2.760002276599191,-0.4424038181794192,2.603385402362219,-1.1392460848374824,9.252463051439577E7,-3889.6550470899992,-10311.289056126645
2025-11-14,8914,3.0946422284449002,0.5994558546366454,2.9504670949210183,-7.642589532242585E-4,1.545123782701709E8,11450.395810654427,2256.109239952597
2025-11-15,4752,3.971241084789895,0.4746014958201928,3.7007996533236627,-0.10459582295676703,3.3793877749990895E7,1662.553921928422,-295.34527588805037
2025-11-16,7880,3.067949722624219,-0.20872550382073476,2.7574595552400765,-0.8665302118865651,7.813718741551016E7,-1197.8507842485014,-6274.084537181915
2025-11-17,9039,5.422479109545004,0.7040672812842925,5.202914392643681,0.1703474735317043,1.0314573686404517E8,7718.5989319949385,2391.4644977367016
2025-11-18,8422,3.0118912615535995,0.9276875433747367,2.864646887696733,0.7320461540463302,8.873119862648453E7,9006.059022570022,7262.5754342536475
2025-11-19,8203,3.462745687776863,1.121174822279172,3.282563810546041,0.9682398843701857,7.939337538978814E7,9317.055137664744,8092.828524584692
2025-11-20,7974,2.833017213775978,1.7458308736021704,2.5091336682077143,1.507456176493852,9.124452217780106E7,18021.299515398066,15795.676023926528
2025-11-21,10864,2.033138271052103,0.5306073061812082,1.8105592390051664,0.37825775290808866,1.3200103922181435E8,33486.40279332192,32036.497508483342
2025-11-22,5956,3.6703581312008318,1.8097931002921832,3.3954614484924526,1.3428779688359658,2.522608628689432E7,4737.073577367141,3550.5577628452197
2025-11-23,5469,2.7788312409514933,-0.16339339756828367,2.7211106510280727,-1.0555117019544717,6.029625467472659E7,-803.2717157100287,-6184.723130679344
2025-11-24,7015,3.0998185255566644,0.7684941547751101,3.0725903284470957,0.333125309520201,5.285606088005171E7,5133.652727420073,2794.7647835793414
2025-11-25,6331,2.874908563100068,1.9714328812783888,2.595041495617797,1.526602266309575,4.3768685696494795E7,8760.948141511031,6818.08654079178
2025-11-26,6477,2.80956326138789,3.4611290664067402,2.7178041704377103,3.1819984574841698,4.501571569578002E7,15582.234011474617,14324.51091823932
2025-11-27,5289,3.967823045295465,3.7963420794643232,3.813436915463151,3.756337273570852,3.4424091624979965E7,13405.841786296827,13273.899082811633
2025-11-28,5334,3.857033842177263,3.0165685636852997,3.7453735974085225,2.94144192678134,3.666897032252014E7,11031.345409470363,10711.70598713752
2025-11-29,3838,3.204997833811723,2.807896797056998,3.074321596876004,2.700586973472982,1.696054432580926E7,4794.3223915707795,4612.793411717803
2025-11-30,3650,2.9593792533628354,3.466634556986231,2.9100905298222632,3.2993017642492473,1.6373780344147956E7,5708.922076488884,5435.391919312834
2025-12-01,8773,3.0593481607500257,3.097457207841239,2.8372817453144763,2.732648880118301,8.314685948196848E7,28888.29563473825,25636.73692781391
2025-12-02,6114,2.84993847539399,1.4835554628576995,2.667120697537607,1.1972260115256244,3.3371038836319756E7,4978.002891380545,4038.4952579148594
2025-12-03,7093,3.7346924505606567,0.7159886575534218,3.6075067432987353,-0.03808112693104417,5.19238195591397E7,4285.161450455336,333.4864610345171
2025-12-04,6710,2.7762404658458517,1.5815782873337954,2.5894928244762814,1.3234541031345877,5.227935123657485E7,8382.12942885143,7025.32333675747
2025-12-05,6343,2.733170270452523,1.139722807381877,2.5620869672486535,0.6831736213393219,4.747096295892435E7,5875.579013011306,3678.1845070745653
2025-12-06,3610,2.629529841261169,4.818478879809698,2.3738200018216573,4.518889121309077,2.1118525993221916E7,10416.656627999135,9786.804125805857
2025-12-07,3903,2.682143597558852,-0.9025074363116012,2.8120697538536343,-1.103731115844807,3.593304192774529E7,-3507.049692707388,-4134.9643041665795
2025-12-08,4192,2.2890014893048636,0.3927771901845904,1.8783371067368047,-0.3073778739731032,4.2720917223602936E7,1801.3797118848856,-1204.6875702996172
2025-12-09,5629,3.13964054938938,1.2127433483706547,3.077584356920241,0.6664572555700236,6.152951427047785E7,7674.8757162176935,4206.182411108396
2025-12-10,5638,3.3078786104779514,-0.26178360510789495,2.8921670840116387,-1.1080501090498442,6.642864481536394E7,-1667.7211512291183,-7228.2520844271785
2025-12-11,5845,2.579507786521512,0.8470734472856248,2.3158155542030654,0.3018079719950537,5.518744024123091E7,4743.620671530202,1742.6424980765864
2025-12-12,5085,2.8161175459202172,0.4846840926942033,2.871744942592715,0.03238986367988282,4.1333636683265716E7,2178.2036078198494,272.2078674613063
2025-12-13,3085,3.0895123215362377,6.736836011728836,2.929066126582962,6.596367982902971,2.048908048717588E7,14292.317438516648,14001.66895255056
2025-12-14,3636,2.4219611847659004,-0.2855923464668365,2.112489824093324,-1.0003540670912048,2.340544725938803E7,-660.81453768956,-2326.6740635449773
2025-12-15,6398,2.870618982673704,0.5385185228905491,2.988600012436388,0.2688707655010748,4.661331123472798E7,2836.0702814410834,1546.7324568642705
2025-12-16,5664,2.4199811268509914,0.4633873931560647,2.215399083351636,0.284492556442378,2.8653585717878327E7,1378.8482725930699,877.5201239413763
2025-12-17,6374,3.014440798115503,1.4110451558623947,3.008364217676363,0.9621868822949252,4.021203709860508E7,5506.206041985498,3731.438446770427
2025-12-18,7187,3.0752484541426797,1.2021593309612864,3.1061467267079377,0.9979359844680153,4.12928288767059E7,4723.661683277766,3929.5149685418537
2025-12-19,6106,3.1625001444688623,-0.1991433904680852,3.013625621955828,-0.6754312356968736,3.1730501843091838E7,-711.4279147077398,-2269.440089947154
2025-12-20,2577,4.267886834121807,4.246093131489848,4.176853451481965,4.263602539722762,7125593.644682005,3133.445816815821,3146.612625592575
2025-12-21,3277,3.8188094086072795,1.812794516106787,3.605677362694981,1.5865502540498915,1.216908995283249E7,2351.7107755133297,2072.146212388814
2025-12-22,5812,2.787625958289329,0.9291480954022766,2.446986285891039,0.28104516051619044,3.763038014587173E7,3513.686175624112,1096.5570300145268
2025-12-23,4839,2.620414220771899,0.9124055053818685,2.3899772093229474,0.3142904333470971,2.3383777040706307E7,2140.3951282800786,737.0226807884026
2025-12-24,3891,3.6407383156807938,1.1309837051179816,3.4831291343766733,0.5415793292044143,1.5730978923432926E7,1828.1261923866678,900.5148180887768
2025-12-25,3734,6.729077911017129,3.989772678521858,6.580521489976862,4.0138720943235064,1.599478361840541E7,6439.433510532057,6481.017761814064
2025-12-26,4132,3.1942115753764786,1.409697620473741,3.3834812543272728,0.7799955263604692,1.9340524380513657E7,2669.934295153759,1452.5291424959232
2025-12-27,2593,4.859300445178425,0.37219029788145247,4.7996251890493,0.10548115629861854,4532312.485758269,166.2652641447581,45.500046045400815
2025-12-28,3088,3.7169933908591455,2.3730491020851656,3.5950002377682417,2.0789819711988877,8094644.63014965,1934.2903014653527,1696.2691675759745
2025-12-29,5245,3.5799179326196646,0.7990857012766802,3.390069292374275,0.6611718919446625,4.195057552228901E7,3437.0625724374167,2872.336257500415
2025-12-30,4229,2.5789853750889327,0.8145145364055578,2.4714289588716793,0.23588510123754483,3.202917381632962E7,2700.0710630722338,854.8955373431043
