lp_pnl_usd,n_swaps,simple_avg_bps,size_bucket,total_usd,usd_weighted_bps
554.448926870318,38150,5.667203250057344,0_lt_100,1188592.3167636,4.664373180680259
6261.0019472215345,38619,4.47562719686188,1_100_1k,14370173.16740305,4.3568970770093225
28178.04133794173,31527,2.96784497050539,2_1k_10k,126507418.385406,2.2276621539732586
1283.8834234202343,30727,0.2776822359636555,3_10k_100k,934917621.0425884,0.015993472513295
-13836.044338652857,2471,-0.3365148764755105,4_100k_1M,456808011.2344515,-0.2942132605268628
-11278.99073050352,101,1.7965292558792845,5_gte_1M,23801974.076677687,-4.850628270427278
