usd_amount,markout_bps
4818.7291,1.963819
1756.6182,-6.441752
82.2230,-0.358410
4.5870,2.001574
0.2632,4.993537
11.5031,2.006000
51.8521,2.244193
39046.8271,12.366181
8.5025,14.226011
187.9007,14.235332
537.2793,-1.244999
97.1729,0.784285
3459.4966,3.111712
119.7359,0.005681
1597.3045,-1.709387
697.1609,-1.458497
806.4274,1.346299
866.6300,2.801463
100.0406,1.265803
911.7582,0.534589
1589.5533,-1.452963
0.9018,-0.359363
21.2596,2.442659
30.9223,2.445132
20.0039,0.845626
280.7996,1.409757
4842.8411,0.067154
142.4710,0.304057
833.5593,1.948831
3002.5378,0.303271
5998.2626,-0.208524
68.8760,0.516387
9.9529,0.520145
464.9164,-35.471679
1825.4350,0.822516
464.7305,-3.056541
16546.3317,-2.615861
7.7165,0.000359
2.9981,-1.603238
1309.7256,-1.540610
703.4857,2.252997
2330.1444,-1.554295
3920.0243,2.185869
1690.6572,2.453488
560.7581,2.446102
115.4337,0.005506
59.3367,3.243875
95.4709,-3.149283
495.5285,-3.121094
1930.5160,5.880533
2602.4539,2.545752
1924.6584,-5.554640
185.0052,0.051727
826.8635,0.039417
1473.0931,-1.164128
26.0823,-1.092677
416.6101,0.144605
2099.4548,7.725511
17692.4889,-3.318704
1610.6322,-2.398486
438.3444,1.177510
124.7603,1.671562
41.3872,2.233405
857.9810,0.453893
27.9315,0.592541
60.1838,3.881323
80.7802,0.404946
1626.8566,4.408733
1.3999,2.530763
4704.4984,4.612844
266.5174,-2.855109
199.3107,-5.163548
479.9372,2.456299
18.8162,2.480096
499.5830,3.398413
252.4527,-3.468127
4.9858,1.828080
30.1081,5.935473
208.4235,1.631240
4573.4242,-2.773179
100.0878,0.938863
1399.9461,1.551236
31.3489,2.924592
1876.5256,-0.247041
14.5297,4.551499
2162.9976,3.667618
291.2845,-1.529622
145.1339,-0.156177
135.9023,-0.877775
7715.6919,-2.610363
8753.8642,-0.804506
2316.0552,5.374138
947.6598,-2.312088
504.4002,2.130432
190.7355,0.755116
82.5090,2.341258
420.9903,2.365255
57.6828,0.738182
906.6631,0.527951
24.7089,-2.057269
5365.3107,3.312960
1141.8628,-0.157893
6.5479,3.945057
46.5130,5.743946
270.0807,0.326603
1599.3288,-9.706075
540.4297,-9.604187
7.0401,-4.021228
25.5685,0.334760
45.5313,4.389467
591.9064,4.419926
13779.2353,10.053344
18.9344,-2.337775
195.2166,-9.487389
3003.6597,3.984595
526.4235,6.661026
1077.6657,-3.333772
542.9513,8.383024
386.0747,-4.860235
23.2033,9.350121
23.2170,-0.428233
205.7003,5.996850
310.0552,-4.554541
674.6330,12.385034
198.9346,5.920858
144.1988,0.006885
83.4507,0.017765
395.6451,0.040647
958.4098,0.105324
188.7522,0.160120
2804.3936,4.519731
5907.0632,-3.151991
13.9542,1.402914
12.3654,0.000595
1996.8786,1.407829
247.9070,5.245297
68.5981,7.125236
1999.5863,0.376747
2583.4125,5.821078
509.4130,1.232823
52419.2858,4.777374
56.1573,-2.423285
783.7814,1.380357
2.3233,1.263617
874.5209,-7.720852
254.6298,2.699473
118.8367,9.061102
4008.8207,0.190895
143.9905,-0.250929
135.0183,2.019702
8990.1325,0.129568
423.4819,5.815495
869.1433,2.807092
214.9340,0.089481
180.6982,-0.222842
2499.0602,0.953309
323.1603,1.087907
4610.1909,5.163299
7.6074,3.534375
51.1653,3.537214
9941.1015,4.013097
22133.6420,0.074416
1642.7329,0.878188
586.8277,8.412110
5725.7670,-0.407708
3975.0391,0.375370
503.8300,-3.697120
97.6896,0.592020
795.2888,2.544024
1643.1851,2.888400
11550.7450,-1.437651
1650.5187,-0.808185
999.6574,1.047871
52.8571,-1.067806
1251.3386,2.756651
164.6467,0.210973
20.0481,-0.420161
253.6905,-1.194793
34889.0749,4.942846
125.4713,-1.571997
74.0763,0.003536
1154.5436,0.062185
204.2826,0.127053
22.8336,1.091140
21969.4168,3.591571
2459.6188,7.016487
3116.6698,3.218174
174.9037,1.559218
288.8749,-1.335591
4643.7851,-1.100015
82.5158,0.360683
4648.6052,-0.302035
14.9750,-0.038202
660.2646,2.085108
1124.5222,-5.834459
229.1513,-5.769834
103.2173,3.570239
1759.7301,7.612264
109.8738,2.880318
41836.0148,10.506444
275.2859,1.982948
4570.2451,4.973439
7873.6202,7.410525
1850.1265,3.246176
513.8381,2.759296
247.8459,-0.296152
0.0521,-6.227529
720.3375,-0.231012
10117.1555,0.859099
154.5839,-1.398376
5840.8633,2.736471
204.2531,-0.908616
5.2862,-0.898755
4682.9441,0.220848
251.6407,0.638017
122.4574,6.770260
747.5776,2.640864
755.8020,-1.887854
4505.7184,2.036523
4641.5921,-2.928519
931.3983,0.286944
197.6836,4.104870
67.7474,1.417023
467.0932,6.375734
814.3464,-6.150406
0.7259,-3.714333
138.3284,-5.795683
219.1897,3.373769
4319.4979,0.536369
126.6105,4.739099
1389.1244,2.898036
101.2471,7.312176
1050.9646,7.366488
128.1831,-0.719970
2767.9173,5.792743
375.2730,1.139463
1009.9565,1.204828
2091.6732,3.876950
49.6787,5.356006
50.9863,-1.746358
1885.3159,-2.456504
7954.4925,1.211226
325.3685,3.235218
785.9753,1.497847
1.1658,0.735709
269.0419,2.969545
34.3264,3.840660
2.3750,2.371627
93.2704,4.352594
49.9484,-6.934073
129.1909,-1.461440
34.5143,4.486239
49.9776,1.198229
21.0502,-2.315343
1254.0994,2.066603
237.7440,2.137275
270.6954,-5.709021
5890.7877,-3.511214
2516.3087,0.200295
517.1865,0.343985
615.0280,0.397615
6081.0814,5.593297
1000.3968,5.928539
7.9983,-3.938726
84.3097,-3.934311
21.1435,0.909165
26.5402,1.261200
1007.5477,3.653851
103.9878,1.306359
4.0339,1.311454
5512.8679,8.420907
457.7439,4.481471
1307.9587,-0.311921
143.2984,2.224574
499.9900,1.108001
3356.1719,-6.470766
6492.3508,1.417107
15761.4498,1.794022
2120.0815,5.531226
43.5726,3.909737
443.8037,7.673602
2.5397,0.837533
339.5392,-3.999253
462.1404,1.339566
3392.8296,0.835494
832.5211,0.555584
128.0849,1.843641
428.6819,0.240908
1174.3827,3.217844
11.2944,-4.434535
735.7008,0.950351
1087.7018,0.098460
4843.6815,0.229490
37.1480,3.682021
495.6626,-4.381907
396.0151,0.018777
249.8977,2.056049
19951.0899,5.571554
55.0089,6.938358
17.2947,-1.359905
904.4656,-2.149062
55.3865,-1.422575
94.0209,1.778001
1819.7414,4.070872
3178.0135,4.307636
99.2632,0.019820
347.7298,-4.104200
3039.0060,0.143963
176.7151,0.296294
366.4766,0.017355
89.1962,1.767283
708.6200,0.360021
18.7643,-5.075896
773.7482,0.917160
2393.6018,0.113276
152.2685,1.360579
224.5143,-0.899033
7.1064,0.000319
2003.2987,0.848954
1587.5475,-4.288196
6.7669,1.957064
274.8146,1.970411
179.3116,1.991903
1624.5812,4.697759
55.2371,1.464545
170.2965,-1.816882
180.6117,2.242345
327.7272,1.350455
747.0669,0.983085
4.6940,2.604945
1744.2762,0.082477
2388.9095,1.761991
199.9604,0.355146
428.3476,0.384856
572.9874,1.707895
915.9490,6.438915
1.9734,6.482201
323.0838,4.254912
252.0756,1.851851
287.8540,2.420058
2359.1780,1.470928
1493.5888,0.939210
2135.5264,3.261680
2346.6862,3.473663
50.0351,-0.417181
33.5421,0.001588
57.0927,-0.645256
31.9927,-0.641037
75.5299,1.871559
142.9106,1.881893
0.1925,2.641839
1748.2821,3.475694
494.3474,-1.866728
499.4212,-1.819749
19336.4965,2.819723
10.0730,-0.258958
2120.1828,-0.927683
148.6409,-0.820460
49.5862,1.979832
363.3401,0.561548
655.4410,0.609758
6122.4812,-0.722296
53.6821,-0.430061
1559.3031,-1.919945
11.9911,-0.641405
4.6479,0.596855
173.6949,0.801351
10586.8781,6.264882
17997.8121,1.861221
1.7348,-2.455194
994.2189,-1.082010
7639.5627,-0.672996
28.5396,-1.188507
35.0659,-0.710563
2456.1581,-4.978389
54.4080,-4.859528
12.1616,3.364898
699.5450,-3.494654
1156.0164,0.881375
94.2625,-3.337118
334.4127,3.593923
1997.2028,1.211048
995.4582,0.116668
1162.4334,1.132124
1514.8991,-1.898799
2208.6878,-1.722446
24.4582,-0.095775
118.7602,2.058286
165.1336,-2.973191
24519.9502,5.286056
609.6421,1.455141
974.0540,1.530106
999.8012,0.047320
20.2095,2.737343
51.8297,0.637128
113.2043,3.061952
1129.9573,-3.337668
810.1306,1.205089
26.4349,3.907367
53.3743,0.069315
4933.9161,4.855555
1998.7782,5.183677
1958.4120,5.370977
511.9607,-0.499849
4135.7621,0.032028
17.4961,4.925815
33.1514,-3.153043
636.8677,0.183164
151.5931,0.220496
1574.1761,-1.695657
686.4156,-1.678408
49.9689,-5.277089
528.3470,2.987551
3521.2732,1.625297
271.0632,2.129274
116.0970,14.636161
412.6796,1.876926
10156.1602,-1.053585
104.6164,6.275993
44.6718,-0.897125
425.6892,-0.874876
210.5550,0.877004
60.6413,0.889818
247.0939,-3.588079
200.2259,-1.823529
31.9690,-3.909025
1193.1257,-0.677592
2109.2668,2.198824
4071.0999,8.393805
46.1108,-13.276116
492.6451,0.023233
249.5102,-4.899269
60.0160,-18.452000
2164.3809,1.967234
3972.3911,-1.697698
56.9641,1.550002
2491.9911,-14.327362
111.6168,3.435486
115.5687,4.807279
271.8309,4.825562
55.0434,-15.939215
1315.9110,-6.809799
391.7085,-6.729142
3551.8701,12.947719
205.6405,-2.429990
4.1117,169.713508
279.6219,10.073445
979.0424,5.768673
5.8313,5.718946
6775.7891,4.259334
8927.7123,4.426379
52.2581,4.841990
1976.5938,8.418522
118.6532,3.930057
362.7054,-8.272001
37.9664,6.930816
355.7705,-8.162224
156.6407,2.523623
336.0080,2.546442
202.1895,4.197085
4295.3022,2.273402
62.6037,-7.432228
250.7736,0.011628
5588.9876,-2.588954
114.3725,-0.054591
300.4992,-3.284843
384.1419,0.702303
576.4844,0.746894
588.9893,1.721082
1286.8082,4.255658
1114.6296,2.727455
5553.7449,3.080538
415.5195,-1.167853
1255.0723,8.054797
73.2455,-6.468227
4.9552,-2.053208
169.7408,5.852263
2054.6458,2.174869
241.1205,2.281431
298.6486,0.013861
2.3997,-3.503569
751.8874,-40.586360
8.6138,-3.515702
1239.1645,4.040155
15.5991,0.223491
1039.9496,-1.242917
2781.0898,0.545548
173.8611,-5.421352
264.7289,-5.401039
13.2976,5.529665
2174.7490,1.634841
147.1916,3.099064
284.0044,-3.639665
2914.4172,-1.192630
932.4919,4.675953
103.8170,4.472484
9.9630,1.798034
713.8858,1.392468
29.1912,1.426797
765.5356,6.727785
368.9334,0.728643
219.9715,3.898542
671.0869,3.472625
117.6289,0.786558
954.5954,1.405372
148.9457,1.456368
1721.1744,1.542792
514.1058,-3.111610
72.2003,-3.084530
1050.7247,1.779324
100.0228,1.832518
1000.4087,2.464042
1441.1455,2.052472
552.6192,-0.917854
31.6791,-2.011540
233.0675,1.373956
103.2628,3.305465
131.1023,5.639933
14738.5806,2.350696
5.5258,-0.567387
171.3807,-5.748698
232.4254,0.013651
9.3498,1.668248
805.6600,1.666909
30.0179,1.336910
1597.4245,0.058018
5630.9191,5.300426
1248.3925,-3.195168
73.4009,0.905151
7.3852,7.390515
8192.5168,0.378189
49.9915,-1.469836
77.9281,0.003594
62.1805,0.010058
975.5472,-1.589880
165.8572,-1.209306
568.4225,5.979087
14.9960,1.854765
597.5292,0.806358
39.9747,1.174225
11111.4018,2.196008
3468.6499,-1.546935
1236.1081,-1.329699
3634.1262,2.144020
4092.3906,3.304510
46.3246,-4.308687
81.9913,1.377658
25028.6538,1.960634
144.3731,1.805463
10.0687,1.812584
4990.2988,1.671705
838.0713,-2.323901
7.9876,-0.448886
132.1685,3.075528
197.3908,-1.883187
18.2435,0.469588
501.2503,6.116604
36.3019,0.794812
8662.0378,12.114562
4927.1760,-42.058235
585.7865,-3.102914
4007.7613,3.724517
1167.9516,2.583112
761.5948,7.688426
1799.2212,-1.026692
393.0500,0.353345
63.7140,0.345975
4.2141,1.759937
9973.5361,-4.070698
229.8042,-5.897564
47.3730,0.002179
35.9604,-1.976770
108.0768,3.302421
3970.1331,4.461606
948.6908,4.686917
34.8234,0.538394
637.4208,-1.020251
386.4005,3.885834
8603.4052,1.542464
1958.6838,-1.326664
764.5071,-2.769299
4343.2705,-1.218869
1091.4985,1.537768
1287.6814,2.587210
10.9196,0.607720
39.7897,0.610041
708.5246,-3.926773
336.4829,0.922803
200.1194,-5.560424
6003.4884,1.597437
35.9597,1.402530
430.6950,2.351173
992.2658,2.416339
53829.4860,7.758982
774.9722,1.290640
47.9802,-0.401066
39.7511,1.657837
2322.8593,-0.194021
9.4773,1.158008
1251.2351,-2.209676
62.5105,1.909717
222.7859,3.174628
24.9606,0.001139
345.7589,4.567754
500.9645,1.634171
89.1014,-3.471415
4.9988,-3.035464
2373.4190,2.855998
8.9981,-0.577956
51.9084,0.039087
138.3838,-1.083200
1195.8373,0.054977
13.6316,1.443950
89.8379,0.301175
4897.0392,-2.159692
299.2462,1.672273
207.0163,4.199174
395.3207,4.226847
696.5017,0.031914
6.8770,-0.428773
2586.9769,-1.349991
1904.3453,2.676343
1700.8428,2.087761
243.6858,4.929999
110.0940,4.668116
220.8966,4.683332
49.5030,-2.003253
45.8627,-4.301849
1103.9799,0.969861
79.7693,-3.486647
2477.7946,4.884052
101.4591,5.002644
222.6530,10.280135
110.6729,0.033940
119.6222,4.204178
2374.4739,1.163213
54.6424,-4.042210
10.5079,-1.278995
1864.0850,3.104418
466.1296,-3.278785
34116.2262,2.896027
553.4141,1.526136
5069.2358,4.973290
5.0021,14.756730
3430.4780,14.914495
68.5800,4.811571
1164.8280,4.498912
208.3011,3.043182
1057.1526,-4.914910
2188.8542,-2.966442
11507.8761,3.616622
124.5070,5.397650
637.3438,-3.332602
26.3128,10.196249
14.3866,0.181070
2248.7043,6.746920
1754.1342,-10.038229
89.7010,-5.227144
572.6924,-5.467576
430.9048,-1.448269
60.5810,-2.998180
210.4249,-3.268716
3573.1446,-3.094910
471.3428,0.021672
99.9333,-10.278664
29656.2734,-5.482251
78.8305,-4.113167
65.3338,-16.106710
2706.8613,-3.799795
31398.5048,-4.582109
176.3338,2.067982
300.6009,1.448873
169.1876,2.521227
29.1198,0.442254
9644.3345,1.060798
2287.9940,-6.620648
2725.5907,1.037928
23.7662,2.559400
2.5878,5.101770
48873.3621,5.321816
1233.7400,-0.923206
30.3491,3.048003
3173.0873,2.020545
49.9334,2.167901
1171.0246,1.151551
34553.0467,6.789965
420.3973,-2.909407
1.9995,1.295924
50.1055,2.406612
10424.7683,-1.654650
99.9879,-0.580683
151.6977,-3.763018
18597.3834,4.039074
29.2531,-5.084193
2384.2194,-3.645034
146.1287,-3.737025
16.5587,5.935741
217.7886,5.946457
175.2377,0.789866
12565.6069,-5.652908
65.3743,5.910666
1458.7067,12.209221
4271.2299,-2.304505
13.5567,-4.243051
28.0004,10.149170
23.4382,3.169678
233.3553,4.581463
215.2590,4.601961
414.7967,-2.598902
1179.1059,2.232024
1493.0360,-5.497788
155.2046,0.300425
349.9244,0.323522
400.9176,1.756545
137.9091,1.823092
63.2770,1.831588
3472.2193,3.177860
14.8922,3.337380
143.5024,2.933792
94.2654,2.944668
1496.1245,-1.477002
40.0076,0.951662
863.8053,-2.878832
1.4602,-2.207694
3583.6234,3.821992
50.2208,-1.237551
464.2820,-2.453336
848.6061,-2.393232
597.9253,8.975166
2804.9233,0.360107
1733.4428,3.201025
1272.3545,2.885900
221.0596,3.809771
630.4107,3.180895
49.8870,4.898527
1288.6740,3.651163
27316.8565,11.421821
161.4075,1.688963
110.6621,5.399048
11.8767,-0.707694
904.0086,-1.996547
249.5505,-1.943797
392.8529,-1.914420
234.8310,3.428838
309.8964,3.045231
1301.0480,0.171159
39.6406,1.196978
1154.3190,-3.001730
105.9811,7.334148
21.7898,5.632475
6.2293,5.633757
1062.3094,10.197103
131555.3959,10.480045
9030.9065,5.056418
1637.8382,7.911672
4.9848,1.164840
100.6372,1.278470
69.3844,-6.182938
0.5779,7.239075
262.5609,0.536033
53.5918,4.519927
8.2093,-0.939962
1827.0891,4.877997
221.4044,8.313316
52.4131,0.009650
30.0042,-2.105776
29.7796,-2.611159
483.6669,5.019393
29.5495,-0.070694
1248.4369,-6.205985
4936.9901,0.232808
1033.8231,-15.920390
288.8515,-1.960786
1797.7952,0.993268
14.9949,-3.593110
93.3857,1.387518
2341.5402,2.741605
1051.2027,-8.456475
1557.0879,0.857771
20453.4392,-0.579294
126.9246,-2.243396
166.9183,1.532248
36.2493,-1.854233
62.0096,-7.663905
22.8887,2.601476
413.8963,4.689978
15.4249,-2.162216
4998.9121,-11.746211
2090.3375,4.914871
188.6822,-4.561529
46900.5657,3.319402
208.6540,3.448007
447.1666,1.029320
3258.9796,-8.405630
29617.0356,-5.402832
0.9511,-0.060294
322.2371,-2.766716
1441.1324,-0.258690
718.3790,-1.998759
42.0947,6.362013
7.5749,-0.908315
3758.0424,1.075843
2489.6047,1.364531
343.8579,5.854977
15306.7527,-6.466720
1137.7263,4.451581
280.0693,1.498857
29.9918,0.428567
23.1349,-1.249433
9.9954,3.691975
100.0255,6.115561
658.5798,-1.446431
10.0631,1.616040
1127.3165,-0.999705
73.5216,-3.056268
264.0385,2.016354
1069.9408,-14.028068
175.3033,-1.430698
3263.1447,-0.624634
2123.2131,-1.801349
409.6633,-1.684612
2480.2509,-9.709279
351.7391,1.491462
152.9930,-6.408042
7.9840,2.346007
150.0112,-5.300672
862.6451,0.293439
11.6402,-1.643203
153.7606,-2.216890
33.4552,-7.885203
10.0742,-8.756493
735.3108,-8.722107
389.2630,-1.118128
22.7997,0.825655
23.5831,0.827798
43.3914,0.830883
3622.1878,-2.438364
1259.8970,4.334231
1192.0541,1.969472
194.0646,2.033584
61.7084,-0.950776
599.1588,2.383124
41.9372,3.899765
11.2015,8.093343
463.2447,1.452947
22.2177,-0.791523
6877.7837,3.479674
62.3969,-0.147613
89.9840,-0.318984
7001.5761,0.267146
628.5553,0.445092
384.4889,1.147652
99.8455,2.413779
1998.3000,0.092183
39.9732,3.596994
2043.6609,1.776210
368.7258,3.023308
1136.2461,1.353169
669.3288,1.436514
49.9625,0.136290
0.8612,-0.599864
87.5313,1.973008
161.5430,-0.817229
1232.1104,0.056901
99.3658,0.118393
202.8791,-2.104404
47.2061,-1.196964
31.6930,-1.888429
16.1744,3.226229
223153.2163,10.321710
34.0378,-3.585167
254.9945,2.712000
1567.5438,2.796174
4518.1819,3.077235
199.2515,0.531575
351.1208,0.556999
99.9736,0.577836
10.3762,1.750477
123.3100,0.583701
11.9401,0.426058
233.1045,2.491617
1719.8353,0.524723
1077.6898,1.549219
786.7854,1.246858
3995.6775,0.184527
1505.2133,0.069495
129.7444,0.144981
4673.4780,1.705996
2305.9393,-2.076910
686.6885,2.293404
137.0221,2.331472
434.0744,2.538945
20029.6412,4.092975
767.7368,4.458017
26.4033,1.393225
23.0946,2.962074
4981.7279,1.616985
7751.0828,1.041180
2983.7329,2.702360
1343.5271,-0.381109
17900.9747,0.683653
672.4800,0.368841
1229.1559,0.961318
20.6828,1.019120
2696.1421,-0.620357
2042.8702,0.094397
88.9769,-0.619887
98.9416,-2.443743
547.6422,2.014965
3857.0062,2.980370
6218.9968,4.942585
5321.6973,4.615985
4335.5361,0.105172
1001.0014,-1.576338
0.0757,-1.530624
891.0619,-1.918374
2254.9025,4.729533
49.9720,7.029521
5036.5687,12.411300
6288.6452,2.251361
2194.1422,1.827379
1857.3041,2.014467
11618.9955,9.755225
29.9915,-0.133448
69.8744,-2.570718
8.1972,0.315514
39.5567,3.719955
528.6571,-0.129952
39.9904,0.533819
263.3619,0.547832
1099.8799,-2.962116
843.8038,-2.872369
201.9385,1.498489
61.5502,1.680619
309.5277,1.074271
1079.0255,1.138470
89.5605,3.524385
283.4448,3.005687
1326.7389,0.559087
118174.4357,4.048519
665.6377,-1.032171
9.9381,0.997392
57.6624,0.002664
69.3407,-1.110664
1584.0579,1.874178
426.5874,-0.375604
126.0200,-1.101170
101.1069,-1.505285
10152.4529,0.990079
2211.0021,0.698351
528.9047,0.018957
354.0087,-0.199080
21.2539,-0.889318
1108.6735,1.151674
1356.7954,1.717620
198.6541,1.789571
270.0721,2.203478
48.9087,0.002261
113553.4903,3.971148
244.7793,-4.936414
1213.5062,1.148169
4790.5092,-1.138579
97.1597,1.281801
1100.8975,1.337214
198.4683,1.358859
5.9978,0.751548
99.0844,0.756447
3994.3236,2.002865
148.4790,-1.758401
1128.8102,2.132518
1261.1109,-1.860688
420.5556,0.716292
759.0993,1.590605
2020.2984,1.719485
106.3784,-1.851990
7.3698,0.000300
21.8271,-0.882606
499.3807,0.023127
148.1465,2.665441
494.4492,1.094318
1.0569,-0.000094
3.3218,0.000215
31.9109,0.001479
171.4951,1.620297
1696.0703,4.085744
2254.5435,0.015218
1038.6855,-2.533814
36624.8355,-1.275297
229.1271,4.278109
23.3836,-1.301199
10839.6368,-0.789209
0.8482,3.254399
97.1556,1.582136
1349.1306,-0.958289
0.9994,0.354441
1507.5478,-0.183637
14.2310,0.000657
9.7200,2.358329
126.8666,-2.784931
3416.3148,6.907653
275.1549,0.012941
139.8510,0.006578
2001.6749,-5.848372
22.8316,2.069868
14.9090,2.071619
35.5938,2.074006
7.9070,-3.476874
37.5083,-0.475602
1373.8072,0.064602
109901.2051,9.079133
1089.8665,3.469959
9.9234,1.098593
3938.3673,4.106668
497.5782,0.743196
368.7948,0.095505
1731.2130,0.881579
49.9821,-1.363155
115.5078,0.005428
361.2783,-2.050886
3961.5472,1.895053
6596.0374,1.500787
13.9854,2.654493
2068.7795,8.925044
1033.1848,-1.876994
105.3544,-0.417185
11103.6335,-0.056068
36.0352,0.467784
86.0116,0.473526
45.7767,0.002148
200.7121,-2.011100
24.9894,0.001172
97.3817,1.639553
2081.9073,8.770910
2792.3373,-0.111354
181.3321,-1.140634
1066.5669,0.934840
2288.5934,2.107164
98.9856,2.219518
6673.6613,2.482615
15327.4527,8.745297
5400.3819,-1.419598
27437.3773,1.547995
230.4032,0.379574
2049.2257,0.955849
161.8448,-2.184796
4.0583,-2.176988
1206.6842,-0.286778
9240.6194,0.541195
4.9786,0.000219
3.5208,0.000595
1.1126,1.211248
20.0217,1.212059
10.9985,0.000500
4996.8485,-1.664417
30.0052,1.242028
250.0837,0.011784
268.4817,2.399160
21.1376,4.076115
1481.0483,4.689156
1367.1998,1.431863
3424.7414,1.320986
35.0175,1.694609
2242.7691,1.801876
10216.3145,-2.073576
5410.2030,-2.800676
725.1345,0.491439
954.0642,-1.463046
1.9737,-0.064621
15629.4934,5.436754
7597.3964,3.063829
103.0648,-0.764882
3.6776,-0.262943
910.0183,1.505411
1445.4957,0.068179
55.4635,2.123836
1110.6661,2.109618
13.0669,-1.876342
99.9634,4.008868
1.9980,0.000239
150.3320,-1.283787
149.8109,-1.269631
7645.6345,0.970200
1114.7172,2.515541
102.9753,4.310537
498.5971,-0.258011
70.4795,0.507713
46.1774,0.513223
15019.1094,9.074524
1035.5588,2.498529
77.9015,-3.100638
47.9354,1.020232
49.8530,2.334938
138.5808,1.845139
9935.1813,0.183703
99.8307,0.866554
1587.5978,0.946225
6763.5786,1.567658
99.0495,5.403110
2218.5770,4.699757
2176.2896,-0.212802
117.3644,-1.439403
3.1446,7.183202
49.1724,-1.904714
151.6064,-1.619431
3481.2503,0.335437
647.4167,-2.580315
212.8142,-0.820777
2153.1468,-0.708819
19.4456,-1.243299
346.5881,-4.262858
99.7631,-1.271116
5375.5818,-1.011857
10.9345,0.771027
105.0838,6.179223
200.9343,0.009512
5989.5784,0.965816
0.5328,1.249144
18.9774,1.565091
302.0419,0.691087
2346.1892,0.694295
1009.8350,4.301238
40.0831,1.995512
0.3976,1.997074
61.8521,2.252182
129.7977,1.070563
106.2569,3.625384
8.1630,0.206600
496.6190,-0.525501
55.0729,-4.471002
250.1642,-4.456547
84.1156,1.832519
1170.0572,1.255794
12832.8580,1.918845
708.8632,1.431034
925.9671,-0.783662
2894.9988,2.279144
208922.2302,12.175788
1338.4000,-1.642492
344.3260,-3.620345
48.1869,1.246282
0.2312,-4.477273
39.8185,-3.566416
2373.6186,6.248620
100.0367,-7.006039
448.2495,3.907468
40.4443,-3.765287
197.5937,-1.751578
1860.6804,1.807060
47.3756,1.981761
35.9560,-2.040284
11333.3535,0.576610
96515.9655,15.856278
3390.4052,-0.600156
99.9263,-1.119884
499.2757,1.524337
39.4283,-0.582299
2381.6110,-2.259439
57.3200,-2.143450
130.1222,-4.117128
4650.5582,0.221358
919.8737,1.207468
15181.9355,6.931644
128.1869,0.800414
23.0459,0.807611
463.1039,1.861316
645.4920,0.461088
232.9887,-1.767356
3.8584,-1.756031
1.1267,-0.693783
1913.7219,0.091209
4193.4793,3.418745
7708.8202,3.986244
3218.7554,3.283957
1894.1654,3.367881
3216.4217,0.900435
8491.9585,-2.071610
21466.3391,3.590752
3.0492,4.616394
3021.1636,1.277935
33.9113,1.988641
22289.4195,3.967296
3.1864,5.030775
1218.1467,-1.564399
189.6437,-1.497193
2387.9857,-3.567496
6782.2701,1.338657
22371.9688,2.733273
43622.6735,11.728749
95.1307,-0.761935
0.1962,-0.000771
1.9997,3.608596
531.5939,-4.377348
2187.1063,0.568898
464.7037,-1.026857
125.1476,-0.998630
5.4897,-2.382874
11405.4508,7.516964
1108.6968,14.793642
199.5353,14.856100
20521.5051,-1.923795
22.0062,-0.940357
1165.7836,2.373002
17358.0100,0.745743
80.5737,-4.097865
1396.1276,4.536587
2.2286,-1.660971
977.3486,2.199601
2390.3798,-3.640662
10.0138,2.765503
249.4915,2.834626
574.9445,5.815009
789.7156,4.165446
5741.2248,6.246396
2049.2820,6.620072
300.5981,4.927882
42.5209,-1.450113
104.9430,12.613309
153.8597,12.124546
298.5306,2.477133
17.6648,0.477836
3468.6075,-6.955956
12712.6775,7.023554
1198.8189,16.576549
116.0712,3.971773
7.0204,3.977673
23.1341,-5.793129
7.8245,2.598969
2772.6322,3.338097
1820.1322,-28.489498
2490.0746,-4.372060
1499.7778,2.425787
457.9286,4.953435
95.1709,-1.015570
125.0744,5.315750
296.3824,4.838231
1590.1648,70.169361
698.9115,0.274558
515.8260,3.888971
988.1850,-1.083433
3068.8040,2.057702
1749.1248,-0.979863
70.4264,-0.886165
2704.9883,2.498573
1348.1477,2.690569
21.6749,2.485955
11.5824,2.487537
21.4167,2.486430
87.0768,1.697123
217.9642,-0.076457
497.3494,-3.610516
299.5549,1.254897
10.1907,-3.749837
167.2115,-3.688669
10186.3644,-0.415479
5234.5010,0.315457
1805.4504,0.622087
945.7466,5.675555
590.9209,9.366612
1249.9518,3.655188
450.4370,-1.976507
699.5947,-0.050274
1529.2418,-0.023843
15446.1241,0.780939
23.7860,0.255636
160.8783,-4.888983
39.3718,-1.802893
120.7171,-0.284940
1844.7561,-3.027150
104.5758,2.394805
1857.7130,2.487443
75.1409,-0.076577
14671.7289,1.474911
237.3092,0.913919
99.9758,-3.065529
2158.1537,1.971669
20.8578,0.482290
453.2120,0.504643
14031.5175,1.830389
236.2364,0.631741
35.0251,-3.578901
9.9908,3.988461
80.4392,3.011700
152.7750,-2.505891
350.3221,0.396194
8.8144,2.205101
311.8143,6.560926
2103.1464,-4.475526
1701.1987,2.177430
118.1847,7.115879
0.4626,0.349610
6267.1476,1.997593
21.2483,-0.054772
2033.0375,2.711331
3817.5814,2.986141
21.2423,0.001014
98630.9651,4.631070
3050.8220,5.397368
588.9565,0.842558
49.7749,0.703333
539.9288,-0.425722
2011.2771,2.890550
86.9157,-4.367400
86.6298,-4.359260
305.2063,1.837127
2860.5978,-1.587099
0.2473,-0.944990
13.0681,-0.944142
134.4099,-2.634725
18603.9314,9.592201
