usd_amount,markout_bps
79.2017,0.003719
301.6199,0.021593
38.2168,1.285946
85.2300,0.003999
346.5775,1.549230
48.7792,1.567780
145.2577,3.434607
1225.6636,2.472197
248.7132,-1.577855
47.4931,0.002230
85.5252,8.238036
4273.0891,1.327508
229.7101,2.415196
34.7824,0.617925
4.5002,1.976719
3141.0605,1.311487
4738.8994,-1.213194
88.8166,-0.986585
5550.1155,-2.247921
93.2476,2.030816
0.4368,-1.872350
9.9799,2.802196
177.1471,0.892493
9.4978,2.410862
682.7911,1.621952
1335.3721,0.767611
903.4930,2.606314
7018.1693,2.626725
37.0225,1.017439
597.3154,0.028044
2002.1878,0.352184
266.5650,0.012518
999.8992,-0.674253
609.7336,0.028641
1008.2994,-0.812977
99.6611,-0.014661
142.4805,3.026618
148.5357,3.040295
2531.1842,2.669752
2344.4560,4.716165
78.3430,-1.586602
15629.5142,7.188385
1902.2845,8.012624
50.0149,3.796356
212.7753,2.129238
87.9449,0.004131
459.3273,6.174033
766.5265,0.267194
1000.2629,-0.650949
1680.3404,-1.178430
4955.1350,0.232906
11.3721,0.466354
2250.7684,1.038508
27.0131,1.024847
622.8865,2.125944
46.3845,2.157372
34.4049,0.541120
68.7843,0.099115
33.6551,0.608004
11.5443,-0.878033
4.5065,1.989083
2896.6886,0.136020
2232.7179,2.080248
661.8650,2.428257
68.7299,-3.249314
998.4423,-1.414628
71.1039,-0.101664
4.4998,-1.130967
149.9419,-0.042473
134.7041,0.840411
11455.1970,3.509471
4281.6577,-1.985843
1588.9986,-2.522737
19.9780,-0.595287
13.8948,-0.621545
235.7367,3.230357
400.4459,-2.300978
21698.8271,-3.862460
679.9081,-0.014929
66.2573,0.603554
23.9440,-1.809358
151265.9794,15.641364
12204.8866,4.755671
13386.0132,4.343285
112.8283,5.441888
5.0019,6.215245
749.0685,-3.147225
862.2032,-3.071392
3691.3235,0.228509
0.9996,0.402526
41.1626,4.098177
119.8415,4.105745
23847.9789,4.654048
9.8020,-3.217286
427.2877,-2.760358
292.8181,-7.904771
166.6621,4.946870
343.9182,4.289423
779.8224,3.533067
1617.4321,3.646169
53.3641,0.487445
17864.2868,6.673850
1137.2508,7.570710
68.0930,7.627608
237.3621,2.337257
1164.5088,2.288174
11.1941,0.968680
694.1031,1.130581
242.6796,1.174767
178.3627,2.404841
1199.0591,2.401251
714.3332,0.758287
973.6904,-5.266873
303.4106,3.594944
108.1207,6.189064
7006.1542,0.653547
1998.0262,5.906262
732.8574,0.492082
147.5142,-1.883415
189.9757,0.008983
1895.0579,7.181881
8016.7334,2.589368
4.0041,-1.113463
4104.0167,4.156925
1444.8422,1.964841
44.7215,2.660095
1437.3899,2.000861
3644.1410,0.512107
177.9168,7.086563
58.9278,-0.989172
3.3693,-0.683020
29.3536,2.699794
439.5552,0.215640
106.4192,1.605085
242.8593,2.663730
249.9312,2.687001
2942.2220,-0.831819
1856.8615,-2.619351
537.2786,-1.762411
0.9990,-2.642551
17.5915,8.232421
1854.8102,4.169271
105.0915,4.261643
1988.9681,0.427506
0.2965,-0.789762
25.0041,4.452797
13300.2681,3.938824
135.9434,0.649799
1.1334,-0.166293
409.2864,0.503273
2298.0123,3.315129
40.6185,1.011894
383.7823,1.031937
228.0663,3.562571
217.8534,0.253356
100.0455,1.532640
501.2301,-0.969880
11858.4043,7.519050
11.5066,-2.683376
98.9674,1.370062
2498.9073,-1.863106
2550.7393,0.850946
236.9864,-4.357253
