block_date,usd_amount,markout_next_bps,markout_15s_bps
2026-04-21,2873.8642,5.688146,5.688146
2026-04-21,40.3298,7.665861,0.339102
2026-04-21,7519.4275,8.026140,4.353660
2026-04-21,8964.2089,8.018128,9.060482
2026-04-21,2312.6396,0.016573,0.549144
2026-04-21,461.9739,2.710579,1.368774
2026-04-21,40002.6000,6.796781,4.893656
2026-04-21,9.3017,2.760070,2.932039
2026-04-21,0.5639,1.235599,1.192066
2026-04-21,7459.4807,-0.939848,-6.009220
2026-04-21,2776.4040,2.089262,0.750088
2026-04-21,125.3421,10.649794,10.780026
2026-04-21,24.9618,5.767012,8.627368
2026-04-21,43.4633,10.429344,9.222325
2026-04-21,34684.3072,13.904014,7.339834
2026-04-21,27652.1649,7.500095,6.979949
2026-04-21,246.7238,3.689090,10.987827
2026-04-21,149.8618,11.451398,11.021186
2026-04-21,701.4055,3.096657,1.970750
2026-04-21,5194.8803,4.013590,3.148808
2026-04-21,1176.1848,4.071333,4.460601
2026-04-21,281.3187,-1.016522,-2.706172
2026-04-21,1004.3956,2.580968,3.448745
2026-04-21,6851.7005,3.541634,4.106117
2026-04-21,70.2918,10.353611,10.094865
2026-04-21,2326.0323,3.247560,3.247560
2026-04-21,7.9984,1.052901,0.707990
2026-04-21,2435.3023,1.774968,-3.185250
2026-04-21,907.5973,4.628031,3.679207
2026-04-21,2313.6700,2.788331,0.152921
2026-04-21,821.9157,1.662869,2.269802
2026-04-21,391.0337,5.915743,2.974366
2026-04-21,13866.6430,2.889536,11.523309
2026-04-21,2594.5251,5.170013,5.170013
2026-04-21,1695.3707,2.462622,-2.655035
2026-04-21,149954.1894,9.042863,10.644113
2026-04-21,52.1887,2.468164,-4.877418
2026-04-21,25.5282,9.580351,10.440684
2026-04-21,91119.4184,11.266672,9.113896
2026-04-21,309.5755,0.141219,0.184376
2026-04-21,585.9387,1.509565,-3.382605
2026-04-21,653.1171,10.410263,12.572825
2026-04-21,3733.3416,2.519479,2.476633
2026-04-21,929.4083,9.343265,11.148258
2026-04-21,518.8288,3.023545,2.851075
2026-04-21,86.6908,4.940240,4.983348
2026-04-21,1848.6203,3.400168,2.058979
2026-04-21,1516.7403,2.551190,2.078405
2026-04-21,2013.9407,1.852328,3.717141
2026-04-21,16.4834,2.757998,8.203530
2026-04-21,1580.4788,2.248756,8.215510
2026-04-21,230.7311,10.074036,10.679293
2026-04-21,399.5380,1.062440,1.148512
2026-04-21,10283.5017,-0.526027,-3.861001
2026-04-21,961.7247,2.047517,15.756846
2026-04-21,2000.5993,1.408014,6.054860
2026-04-21,4048.9225,1.587896,4.654079
2026-04-21,4621.5783,3.167665,2.388922
2026-04-21,1008.7331,6.217164,4.911524
2026-04-21,922.5315,3.847364,-0.878796
2026-04-21,74980.1775,31.890080,31.890080
2026-04-21,6471.4970,7.695823,3.111672
2026-04-21,3387.7105,1.829047,1.829047
2026-04-21,2082.3030,5.492276,4.321906
2026-04-21,1850.9360,8.726127,12.359499
2026-04-21,271.6288,3.663191,4.124424
2026-04-21,712.5051,6.052413,6.742687
2026-04-21,115.1510,-1.684558,-1.641107
2026-04-21,45.8867,2.734891,3.683045
2026-04-21,2305.2929,0.611783,0.828692
2026-04-21,3843.3135,0.302407,2.428742
2026-04-21,11018.7163,2.256062,4.172068
2026-04-21,1809.4493,3.288843,5.658605
2026-04-21,165.8295,2.212358,2.212358
2026-04-21,432.2658,1.806601,0.418370
2026-04-21,1.5498,2.251862,2.251862
2026-04-21,805.9992,8.963438,13.210489
2026-04-21,640.0763,1.132303,-0.773196
2026-04-21,20239.8822,2.649994,-2.395350
2026-04-21,2315.1736,-0.164931,-3.440953
2026-04-21,2776.4040,4.650085,8.464500
2026-04-21,104.0054,9.650991,7.500276
2026-04-21,6.0138,0.282557,-0.841718
2026-04-21,21489.6089,8.123134,22.795083
2026-04-21,100.5374,10.529707,9.877018
2026-04-21,2891.0338,1.401612,-4.785332
2026-04-21,7946.0712,0.888564,-12.312326
2026-04-21,457.6666,6.907334,9.104096
2026-04-21,124.6654,7.161761,7.464780
2026-04-21,2219.8365,11.819045,7.427700
2026-04-21,316.8123,3.423557,3.466480
2026-04-21,7292.2549,2.996780,1.569326
2026-04-21,3237.6954,7.851237,8.096129
2026-04-21,274.3772,3.834164,5.170852
2026-04-21,4160.9492,6.820846,7.980484
2026-04-21,5901.2709,7.614378,22.354134
2026-04-21,7308.4284,0.749636,-0.847561
2026-04-21,15520.9445,4.681838,9.800044
2026-04-21,974.6917,5.289240,4.725465
2026-04-21,2320.5899,1.985550,2.330350
2026-04-21,1039.3643,15.785655,16.260560
2026-04-21,239.7922,-0.559116,-8.469723
2026-04-21,1291.1972,6.381345,6.381345
2026-04-21,1391.5348,4.161883,8.040105
2026-04-21,4625.8573,-0.420446,-10.551334
2026-04-21,17381.5498,10.271235,10.645038
2026-04-21,2316.2959,3.018872,1.983038
2026-04-21,4626.3439,3.531120,3.228633
2026-04-21,2311.4462,-0.542992,1.923430
2026-04-21,204.6772,9.298687,11.061470
2026-04-21,1847.0686,0.946956,0.903711
2026-04-21,1627.2441,5.448359,3.595988
2026-04-21,10003.2689,-2.480264,-1.876860
2026-04-21,3708.1465,0.364371,0.364371
2026-04-21,5199.3752,0.634022,4.449241
2026-04-21,4523.7384,3.721330,6.623655
2026-04-21,13021.3243,7.345819,7.302662
2026-04-21,200.2560,0.518771,-1.688462
2026-04-21,368.6046,3.910583,3.910583
2026-04-21,6961.2399,1.238769,4.182363
2026-04-21,8828.4950,1.985957,8.100699
2026-04-21,1387.4033,8.867984,9.602021
2026-04-21,99.1454,5.888592,5.975210
2026-04-21,4748.4672,1.872110,1.484636
2026-04-21,61.0000,0.533841,-1.367934
2026-04-21,158.9437,10.433424,19.073666
2026-04-21,979.9857,0.147498,1.682102
2026-04-21,2341.6729,4.989273,5.075501
2026-04-21,3386.2957,0.642068,-0.308115
2026-04-21,450.4935,4.987294,15.270651
2026-04-21,185.2914,8.649680,8.347878
2026-04-21,4374.2063,-0.093758,-6.503592
2026-04-21,8137.4332,7.119453,4.970811
2026-04-21,14790.8928,6.593601,5.556015
2026-04-21,84.7238,8.440900,10.169944
2026-04-21,656.5298,4.066097,5.157001
2026-04-21,353.9316,0.705691,1.654990
2026-04-21,9817.1242,3.117955,1.300297
2026-04-21,750.5048,6.162703,8.461099
2026-04-21,99.1424,1.677801,1.461261
2026-04-21,127.3922,6.860088,9.675979
2026-04-21,71872.3196,4.811438,6.756569
2026-04-21,693.3508,-0.167214,0.568546
2026-04-21,12230.1564,1.432636,2.990224
2026-04-21,7343.6246,-4.176105,-3.311890
2026-04-21,72081.6309,5.094376,0.966366
2026-04-21,2553.8932,11.236194,12.655019
2026-04-21,3636.4162,6.745998,8.869912
2026-04-21,7308.4284,2.160331,-4.433229
2026-04-21,2539.1813,3.554162,2.732254
2026-04-21,1157.3556,10.527431,18.499102
2026-04-21,3073.6261,3.468536,6.449835
2026-04-21,510.8025,4.437257,4.394015
2026-04-21,10163.7450,1.632315,1.285957
2026-04-21,1850.4977,9.629125,4.749570
2026-04-21,96.9697,0.660634,2.664761
2026-04-21,10508.5283,2.684935,2.684935
2026-04-21,200.7735,-0.605234,-1.852034
2026-04-21,41.7598,5.599472,8.236466
2026-04-21,557.2217,-0.837459,-0.737396
2026-04-21,1214.5861,2.888779,-1.477348
2026-04-21,23957.4147,6.677892,6.850020
2026-04-21,639.6599,2.917199,5.447692
2026-04-21,1.7997,0.056265,2.473541
2026-04-21,3211.7177,2.902081,4.414616
2026-04-21,694.7863,15.895002,13.957148
2026-04-21,3.3559,7.127564,10.240602
2026-04-21,174.6608,2.350967,4.500172
2026-04-21,5335.7637,6.850743,6.894117
2026-04-21,2083.3443,3.190153,3.190153
2026-04-21,10820.1241,8.967973,10.689893
2026-04-21,6080.4816,5.768014,3.382409
2026-04-21,0.2494,4.831092,-6.853957
2026-04-21,590.0555,-3.846721,-3.195314
2026-04-21,149.4644,0.422699,-2.255229
2026-04-21,3236.9659,0.758094,-0.236905
2026-04-21,777.0243,7.370495,7.846503
2026-04-21,9238.2093,0.080104,-0.223076
2026-04-21,4625.8863,0.899584,-5.287670
2026-04-21,1624.8111,9.885593,9.785633
2026-04-21,13876.2492,1.819738,-9.608114
2026-04-21,3712.2176,3.666149,1.527456
2026-04-21,11689.3565,6.372251,6.372251
2026-04-21,23.2979,6.801912,6.801912
2026-04-21,98.1235,4.809256,4.809256
2026-04-21,2315.1736,2.596476,1.171431
2026-04-21,7.3252,4.823940,5.861001
2026-04-21,1158.0505,6.357275,8.887832
2026-04-21,3443.5369,2.993957,3.560040
2026-04-21,2004.1827,2.803257,5.725601
2026-04-21,5196.1892,6.391648,4.124419
2026-04-21,3805.9276,8.656114,7.838391
2026-04-21,995.9840,0.793950,3.071649
2026-04-21,151.8942,7.431939,7.475310
2026-04-21,8164.4949,8.798596,15.452124
2026-04-21,913.9412,-0.458700,0.798143
2026-04-21,125.1447,3.320988,-4.713932
2026-04-21,7991.5842,5.982925,4.260936
2026-04-21,739.5609,0.989630,6.309437
2026-04-21,4164.6060,7.372922,12.485448
2026-04-21,2005.1808,6.925410,6.925410
2026-04-21,55.3809,1.165651,8.527335
2026-04-21,123.0813,9.248999,7.094784
2026-04-21,15036.8608,4.234464,3.154651
2026-04-21,404.2274,11.082236,12.078769
2026-04-21,2776.4040,9.820278,10.989954
2026-04-21,115.7680,2.221704,5.373065
2026-04-21,115.9084,1.765488,4.913350
2026-04-21,39611.0997,12.828394,11.295501
2026-04-21,3346.2948,3.655386,4.735892
2026-04-21,65.1027,-1.434783,-0.961285
2026-04-21,385.9052,0.416794,0.373638
2026-04-21,58698.1100,11.484719,8.394206
2026-04-21,29852.4200,4.653859,-4.006770
2026-04-21,69.3244,2.667275,-1.041234
2026-04-21,1566.1434,0.644267,1.293367
2026-04-21,2465.0221,10.253995,9.307151
2026-04-21,4853.3578,0.794621,0.794621
2026-04-21,6464.7400,3.276449,5.006042
2026-04-21,8131.0348,5.678756,11.914308
2026-04-21,1368.9036,7.151598,7.151598
2026-04-21,449.2556,4.730298,4.644184
2026-04-21,693.2635,4.598595,4.598595
2026-04-21,4647.7129,2.998915,1.057913
2026-04-21,1738.7668,10.468514,8.185965
2026-04-21,734.7717,0.255534,-1.068675
2026-04-21,807.8396,1.787324,-0.075238
2026-04-21,2403.5384,3.447155,4.480366
2026-04-21,307.8345,1.300716,-4.581910
2026-04-21,442.9532,4.840959,10.606367
2026-04-21,119968.2840,46.981210,48.957025
2026-04-21,232.4485,4.374798,5.368650
2026-04-21,6291.8146,2.264363,1.055246
2026-04-21,76.7237,2.405228,3.448608
2026-04-21,15448.2554,11.005775,6.262694
2026-04-21,1920.1271,-0.681696,-2.100351
2026-04-21,14145.4363,8.882534,9.312862
2026-04-21,393.0075,1.658807,-0.897022
2026-04-21,4162.7513,7.435392,7.177045
2026-04-21,223.2708,-0.658389,-0.528759
2026-04-21,3003.5927,2.842089,-3.751020
2026-04-21,2081.3756,8.105718,8.105718
2026-04-21,4627.3400,2.722924,2.291002
2026-04-21,210.0819,4.094104,4.266796
2026-04-21,87.8397,4.239672,3.378149
2026-04-21,36.6608,4.371262,4.890242
2026-04-21,1851.6517,-1.815843,-1.772390
2026-04-21,87333.6489,9.287660,9.287660
2026-04-21,1157.9914,9.438835,15.772023
2026-04-21,40.3967,6.859318,7.984674
2026-04-21,1199.8874,6.723722,6.939023
2026-04-21,580.4358,12.533193,15.574874
2026-04-21,813.9685,5.379231,5.279229
2026-04-21,99.8961,2.032915,3.113125
2026-04-21,94.1815,-0.755428,-0.842167
2026-04-21,709.3742,9.913414,22.543188
2026-04-21,75.3978,3.108255,5.493925
2026-04-21,39.9939,0.951441,-1.759851
2026-04-21,10339.5836,6.121588,3.990599
2026-04-21,3479.8819,8.402149,9.435146
2026-04-21,8131.0348,3.993304,3.864157
2026-04-21,157.3216,0.434425,-0.779538
2026-04-21,11457.8777,9.323554,16.746769
2026-04-21,5772.0892,6.766494,8.495827
2026-04-21,2313.5179,-2.827995,-2.568377
2026-04-21,14095.5686,4.289192,5.204861
2026-04-21,5658.2311,-2.558880,0.078338
2026-04-21,108.6511,5.568599,4.662675
2026-04-21,18907.5946,8.817229,7.781294
2026-04-21,179.5671,0.916559,2.125009
2026-04-21,901.5056,8.941762,0.457568
2026-04-21,2999.3469,3.849503,0.096862
2026-04-21,90353.2722,6.102100,3.947319
2026-04-21,2307.8000,5.567640,1.365887
2026-04-21,1611.1689,0.761584,2.272235
2026-04-21,428.2043,7.891078,7.891078
2026-04-21,4.9820,5.647463,9.579959
2026-04-21,10119.4171,1.797125,-1.305759
2026-04-21,1071.2402,1.006571,1.006571
2026-04-21,2924.6178,8.441340,7.021360
2026-04-21,177.8670,7.390781,5.711332
2026-04-21,25448.4829,4.900690,2.271801
2026-04-21,577.5514,6.494580,8.431593
2026-04-21,86.1716,2.299336,-1.078419
2026-04-21,10775.2852,10.378574,8.728398
2026-04-21,89.9607,8.782191,6.230847
2026-04-21,983.1109,2.919315,2.919315
2026-04-21,5570.5643,-0.962782,2.699871
2026-04-21,238553.5015,25.761629,22.241251
2026-04-21,22.6990,8.569931,3.762796
2026-04-21,1322.8634,1.105597,2.569422
2026-04-21,755.6697,4.264784,-0.544118
2026-04-21,217.0950,4.263512,9.857928
2026-04-21,1161.5791,-1.101160,-1.101160
2026-04-21,10784.7546,9.007697,9.093848
2026-04-21,143.8997,1.407946,2.874809
2026-04-21,36693.2139,16.209768,15.559625
2026-04-21,32760.7896,8.357446,7.927621
2026-04-21,47.3643,1.775284,2.120092
2026-04-21,2314.5064,6.910475,7.342055
2026-04-21,18852.3227,2.417290,-1.219698
2026-04-21,350.6654,7.091671,7.350929
2026-04-21,156.6467,4.798425,4.827911
2026-04-21,126.7556,5.487871,4.452141
2026-04-21,4986.3038,5.467558,6.160578
2026-04-21,16.6457,11.407124,6.348394
2026-04-21,19953.2133,6.168964,3.675810
2026-04-21,2937.6206,4.643656,0.667684
2026-04-21,2001.9444,6.839860,14.865502
2026-04-21,81.2610,9.927202,12.125888
2026-04-21,3495.5884,1.304127,3.921154
2026-04-21,1351.9142,0.480775,-1.200386
2026-04-21,1.9731,3.707569,5.042323
2026-04-21,14611.8645,10.455362,15.516393
2026-04-21,65.0795,2.956559,3.861664
2026-04-21,2524.0689,3.484541,5.169016
2026-04-21,355.3438,7.547967,7.447988
2026-04-21,4056.2709,1.187379,-1.573979
2026-04-21,1459.3241,1.743133,0.616952
2026-04-21,2700.0846,7.581475,7.279214
2026-04-21,166.9862,12.411304,14.304111
2026-04-21,18.9380,1.802153,0.418688
2026-04-21,981.4629,0.739814,1.257065
2026-04-21,4607.8833,0.949843,0.949843
