block_date,usd_amount,markout_next_bps,markout_15s_bps
2026-04-26,9325.4978,1.355624,-0.517774
2026-04-26,49.5691,0.625964,-0.316987
2026-04-26,525.6333,-0.743756,-1.175381
2026-04-26,499.4912,3.389205,3.560693
2026-04-26,93.5133,3.611278,5.996751
2026-04-26,71.9865,1.929968,-0.337590
2026-04-26,41.3348,-0.871558,-4.177498
2026-04-26,331.6578,6.938757,8.599041
2026-04-26,9.8521,7.563147,7.563147
2026-04-26,163.3109,8.231739,5.657481
2026-04-26,5936.1469,9.976438,8.828122
2026-04-26,4925.4937,0.499666,1.181881
2026-04-26,411.1029,0.776450,0.776450
2026-04-26,2132.8342,8.904500,8.947068
2026-04-26,1685.9980,2.830808,2.101186
2026-04-26,2.6115,8.427891,9.748550
2026-04-26,314.3404,2.404688,2.404688
2026-04-26,109.0714,8.838443,8.795677
2026-04-26,7536.4836,5.766199,6.746554
2026-04-26,8.0464,8.672340,8.672340
2026-04-26,59.1597,7.939744,7.339372
2026-04-26,27102.3294,1.766053,1.551359
2026-04-26,77.3804,8.712822,8.712822
2026-04-26,326.7352,0.012510,0.012510
2026-04-26,8148.7599,1.029752,1.029752
2026-04-26,473.4156,3.275528,0.445073
2026-04-26,407.9433,-0.222176,0.417103
2026-04-26,151.6635,3.911019,3.911019
2026-04-26,104.7546,0.936857,0.163613
2026-04-26,37.8704,0.978168,6.192672
2026-04-26,144.5070,1.331737,1.544734
2026-04-26,1370.8516,7.782466,7.782466
2026-04-26,2997.7791,4.696409,6.026362
2026-04-26,147.9013,-0.461114,2.648965
2026-04-26,499.6675,6.248827,3.821708
2026-04-26,658.7058,3.108628,3.194381
2026-04-26,102.3239,4.695484,5.626975
2026-04-26,2430.7306,2.028195,1.035709
2026-04-26,161.9269,0.482220,-2.206597
2026-04-26,191.2567,4.394639,4.394639
2026-04-26,100.0128,2.586748,2.886760
2026-04-26,24.9806,1.130060,2.736756
2026-04-26,937.1783,9.870667,10.641872
2026-04-26,325.5010,0.402273,2.415665
2026-04-26,3.3121,0.618989,1.422205
2026-04-26,130.7968,9.952688,11.592010
2026-04-26,9276.9645,4.618147,4.618147
2026-04-26,145.5719,2.821420,4.354354
2026-04-26,153.7171,6.583304,6.583304
2026-04-26,182.7200,2.162951,3.501531
2026-04-26,207.7283,9.380716,8.082944
2026-04-26,301.7088,9.376200,5.473788
2026-04-26,234.4126,6.054685,6.054685
2026-04-26,1172.4135,8.027181,8.623390
2026-04-26,466.1283,3.142755,3.099873
2026-04-26,1088.8147,8.724865,8.724865
2026-04-26,315.2420,0.273284,1.624167
2026-04-26,148.5099,2.419917,2.377311
2026-04-26,1499.4920,2.758125,2.758125
2026-04-26,143.5712,9.668787,9.668787
2026-04-26,212.6861,1.339786,-1.541531
2026-04-26,187.5689,5.965938,5.965938
2026-04-26,2987.1362,1.483001,0.259820
2026-04-26,36.3605,-0.561772,-0.561772
2026-04-26,814.0374,5.996393,5.996393
2026-04-26,784.0045,5.133467,8.846732
2026-04-26,406.1500,1.557846,1.557846
2026-04-26,3319.4021,15.000005,15.255477
2026-04-26,1398.7433,7.496511,7.496511
2026-04-26,29.1659,1.781482,1.781482
2026-04-26,5864.5572,0.531471,-1.081274
2026-04-26,34913.4422,3.324591,3.796868
2026-04-26,426.0415,1.568379,1.568379
2026-04-26,3719.9848,7.118996,6.642989
2026-04-26,91.6280,9.876442,11.587332
2026-04-26,60452.8245,7.304179,17.236628
2026-04-26,1346.4489,1.656676,8.020899
2026-04-26,320.0844,2.219978,1.713501
2026-04-26,115.3841,5.425157,5.325179
2026-04-26,1767.0622,8.697310,8.697310
2026-04-26,1872.7791,3.129878,3.129878
2026-04-26,1157.4159,7.965842,7.965842
2026-04-26,154.9993,7.805778,7.294759
2026-04-26,2138.8646,1.605277,1.908510
2026-04-26,99.6579,8.606432,8.606432
2026-04-26,347.0066,-1.346717,-0.352206
2026-04-26,1063.4454,6.884241,6.884241
2026-04-26,2932.2175,4.584727,4.584727
2026-04-26,242.3658,7.634382,7.418048
2026-04-26,881.2338,8.442182,8.442182
2026-04-26,178.7375,0.827834,0.827834
2026-04-26,1066.6550,3.187203,2.371258
2026-04-26,35419.5511,7.434575,3.089657
2026-04-26,25508.4593,8.091807,8.999277
2026-04-26,10720.1086,8.314488,8.999904
2026-04-26,1191.9152,5.095360,5.053113
2026-04-26,70.2406,-1.866011,-1.866011
2026-04-26,396.8400,2.205580,2.205580
2026-04-26,39860.6382,5.572580,7.384795
2026-04-26,109.0797,9.198552,10.263472
2026-04-26,305.5518,5.167777,5.167777
2026-04-26,25.4559,6.165960,6.165960
2026-04-26,9.9992,7.407063,7.407063
2026-04-26,183.5936,1.935467,1.806125
2026-04-26,37.9692,3.316701,3.316701
2026-04-26,7000.1645,-0.268049,-0.268049
2026-04-26,1201.7752,3.508664,2.869620
2026-04-26,343.6796,1.876033,2.299281
2026-04-26,150.0066,1.818006,1.519680
2026-04-26,155.1377,6.899075,7.201007
2026-04-26,232.3336,1.595417,2.325251
2026-04-26,8789.5757,-1.388796,1.479863
2026-04-26,100.3106,3.784018,3.826400
2026-04-26,74.1146,8.241245,8.241245
2026-04-26,93.0812,3.042627,4.510130
2026-04-26,87.7353,6.222674,7.799030
2026-04-26,1602.4629,9.144973,6.655429
2026-04-26,38.8385,8.190280,7.976040
2026-04-26,1024.7443,-1.262155,-4.753777
2026-04-26,229.1673,3.192177,3.192177
2026-04-26,246.8079,1.208820,1.208820
2026-04-26,33.8976,6.795878,6.795878
2026-04-26,1098.4011,-0.058276,-1.658115
2026-04-26,150.7210,10.244853,11.511498
2026-04-26,2123.1884,5.571110,5.571110
2026-04-26,95.7827,6.612938,6.612938
2026-04-26,188.2576,10.363501,10.535128
2026-04-26,486.6417,1.803958,1.803958
2026-04-26,124.7088,6.784310,6.784310
2026-04-26,124.6247,6.712478,7.825233
2026-04-26,309.3123,0.483446,0.483446
2026-04-26,319.4597,-0.386283,-4.234871
2026-04-26,3752.1368,5.562021,5.562021
2026-04-26,116.4419,5.360246,5.360246
2026-04-26,332.1364,2.454621,2.411735
2026-04-26,265.7487,9.187391,8.673439
2026-04-26,413.6040,3.479617,2.551358
2026-04-26,65.2076,2.883409,1.323089
2026-04-26,2111.7398,8.382869,8.382869
2026-04-26,223.0070,1.426839,1.426839
2026-04-26,12.3529,7.520739,-0.567728
2026-04-26,932.8349,3.396821,4.298323
2026-04-26,699.5863,9.669167,9.112358
2026-04-26,46955.8270,8.833505,8.663400
2026-04-26,1341.6467,0.630341,-1.212959
2026-04-26,5788.9770,1.008138,-0.966840
2026-04-26,232.7773,6.461560,6.418651
2026-04-26,59241.9435,5.064758,6.414100
2026-04-26,53303.3934,15.729730,13.071651
2026-04-26,5.0017,4.393554,3.882209
2026-04-26,2011.0152,10.173498,9.535805
2026-04-26,128.9835,9.611264,5.267293
2026-04-26,600.7912,10.004326,10.004326
2026-04-26,1378.8128,7.450354,7.450354
2026-04-26,404.6533,3.361537,4.519809
2026-04-26,9036.5827,-1.709519,0.847367
2026-04-26,970.6885,-0.227161,-0.227161
2026-04-26,142.7314,0.856257,0.856257
2026-04-26,623.9226,6.914824,6.914824
2026-04-26,2236.7426,-0.250251,2.178157
2026-04-26,499.8349,3.689201,3.991575
2026-04-26,5795.4291,0.735102,1.943674
2026-04-26,7260.1514,6.724902,6.724902
2026-04-26,7.4422,9.083020,11.157612
2026-04-26,1648.7509,5.288855,5.288855
2026-04-26,7984.8600,1.418330,-0.849344
2026-04-26,125.8089,5.147725,5.147725
2026-04-26,109.8125,4.236328,5.142087
2026-04-26,293.9669,6.625068,8.018476
2026-04-26,99.5648,6.512644,9.844910
2026-04-26,335.2422,6.740141,5.571240
2026-04-26,1153.8815,5.096937,3.594683
2026-04-26,1850.1494,3.692046,1.050581
2026-04-26,60.6988,10.488928,11.769290
2026-04-26,1.1295,1.774798,2.856462
2026-04-26,23.2879,4.291993,5.536267
2026-04-26,1.1728,-0.264433,-1.885080
2026-04-26,323.3120,7.779559,8.298421
2026-04-26,114.1242,7.026917,7.367486
2026-04-26,202.6480,7.271854,7.747527
2026-04-26,2931.7348,6.479431,6.990489
2026-04-26,994.8321,7.808187,5.951165
2026-04-26,351.7591,0.404112,0.404112
2026-04-26,159.1340,0.225736,0.225736
2026-04-26,771.3931,0.763696,-2.857448
2026-04-26,68.2894,1.317444,0.160172
2026-04-26,1500.4141,4.044836,4.044836
2026-04-26,1172.4502,7.714298,8.310526
2026-04-26,466.6694,3.133722,5.946073
2026-04-26,3.9993,4.846193,5.318296
2026-04-26,772.1305,8.023592,7.896988
2026-04-26,134.9761,3.461867,4.363363
2026-04-26,219.6893,-0.050219,1.909143
2026-04-26,21.3292,2.218306,4.721037
2026-04-26,34.5847,-0.102301,-0.145175
2026-04-26,89.0736,5.144574,5.144574
2026-04-26,14970.0935,1.633889,-1.050299
2026-04-26,252.3246,7.244513,7.501328
2026-04-26,336.3575,2.380640,1.230227
2026-04-26,8997.1449,3.566714,8.712438
2026-04-26,1335.7499,0.191932,0.191932
2026-04-26,2153.7242,-0.404999,-0.404999
2026-04-26,93.9468,1.349144,-2.533131
2026-04-26,9987.1685,5.081702,5.081702
2026-04-26,104.0033,7.693437,7.693437
2026-04-26,162.5101,4.182050,4.182050
2026-04-26,3754.8951,3.726730,2.746738
2026-04-26,59.9162,-1.180585,-5.169040
2026-04-26,43.7117,2.170293,2.170293
2026-04-26,1243.0818,8.514195,8.514195
2026-04-26,142.2150,9.435904,5.052922
2026-04-26,65.2896,1.132847,4.911717
2026-04-26,7407.6488,10.746929,10.746929
2026-04-26,696.2109,9.132557,8.536342
2026-04-26,38.7288,6.873423,6.873423
2026-04-26,709.1007,7.105845,5.668824
2026-04-26,1688.4926,9.722441,5.378518
2026-04-26,38.8160,9.503514,11.361010
2026-04-26,8255.1462,3.444852,3.656732
2026-04-26,155.3247,3.562688,4.926327
2026-04-26,58.2196,1.636875,3.010581
2026-04-26,63640.4782,8.416157,7.466774
2026-04-26,728.4080,5.678016,-0.874006
2026-04-26,8318.2319,0.958249,0.446502
2026-04-26,2483.5131,10.090443,9.366559
2026-04-26,375.2972,3.337588,3.252358
2026-04-26,117.9027,9.332492,12.972134
2026-04-26,3229.3269,9.794703,9.794703
2026-04-26,229.5864,-0.032937,-0.032937
2026-04-26,298.9289,8.536240,8.152814
2026-04-26,90.3489,0.592675,-1.186741
2026-04-26,150.2457,8.846571,7.903611
2026-04-26,35.5344,7.612166,7.612166
2026-04-26,446.0681,7.815559,9.177910
2026-04-26,2699.8873,0.807965,-1.851743
2026-04-26,137.7262,3.353810,3.353810
2026-04-26,159.9151,1.207224,0.905307
2026-04-26,4497.2636,2.928923,3.621554
2026-04-26,299.7800,2.994007,2.994007
2026-04-26,39.7202,7.783256,7.783256
2026-04-26,173.3762,7.153758,7.153758
2026-04-26,204.6974,-0.829792,-0.196159
2026-04-26,6.9915,4.156367,4.113546
2026-04-26,1946.5329,-0.094490,2.583773
2026-04-26,264.9320,3.990599,3.990599
2026-04-26,979.1897,7.680835,7.680835
2026-04-26,0.5947,0.071849,-1.365478
2026-04-26,1157.3988,8.113608,8.113608
2026-04-26,457.1784,7.505806,7.894054
2026-04-26,346.4683,2.082670,1.390064
2026-04-26,58.9272,8.970258,8.970258
2026-04-26,1866.7143,4.982020,5.535878
2026-04-26,646.2619,4.465429,2.689965
2026-04-26,59.4296,9.814763,6.644194
2026-04-26,1781.3831,9.665352,9.665352
2026-04-26,430.7807,0.808322,1.524821
2026-04-26,996.3060,10.117952,10.117952
2026-04-26,90.9419,2.022295,2.022295
2026-04-26,36.6280,6.990562,4.792135
2026-04-26,7531.3853,2.187802,2.144945
2026-04-26,20.7803,1.070865,1.958391
2026-04-26,2127.6838,5.430437,4.498927
2026-04-26,286.0973,8.506174,8.506174
2026-04-26,71.2554,11.435640,1.342124
2026-04-26,633.4954,13.268167,12.587896
2026-04-26,520.8423,3.419636,3.419636
2026-04-26,4.8547,7.255788,7.255788
2026-04-26,174.7895,8.112568,9.422273
2026-04-26,1873.9083,8.977328,8.977328
2026-04-26,59.4928,2.496823,2.496823
2026-04-26,176.6605,7.420760,7.420760
2026-04-26,31.2341,5.830882,6.953024
2026-04-26,421.4041,-0.085329,-0.085329
2026-04-26,78.7167,0.522031,-0.154002
2026-04-26,1233.3781,0.267300,0.267300
2026-04-26,351.8669,4.649730,4.649730
2026-04-26,218.2557,2.450897,1.637348
2026-04-26,500.6367,0.307936,-0.037692
2026-04-26,62.4682,1.139869,2.237302
2026-04-26,1173.1658,8.578471,16.104678
2026-04-26,24.0183,4.859170,4.859170
2026-04-26,82.8616,3.099723,2.212846
2026-04-26,60.9698,6.851020,8.043522
2026-04-26,0.4728,-0.232004,-2.433015
2026-04-26,798.6459,2.873751,-2.516704
2026-04-26,384.7493,5.671039,6.741873
2026-04-26,265.4280,0.263272,0.091469
2026-04-26,117.2086,4.280986,4.749881
2026-04-26,280.0018,0.530872,0.145112
2026-04-26,450.5269,2.871256,2.871256
2026-04-26,49.9324,0.880696,0.837453
2026-04-26,167.5285,0.239514,1.168810
2026-04-26,178.8957,2.690581,-0.417592
2026-04-26,49.9834,0.098334,0.098334
2026-04-26,1998.0745,7.854586,8.828730
2026-04-26,20.8259,1.655950,1.655950
2026-04-26,178.7238,6.627772,6.627772
2026-04-26,1410.4697,0.169232,0.893760
2026-04-26,105.7250,8.419885,9.519118
2026-04-26,22.2056,2.878665,3.090275
2026-04-26,310.4214,1.256393,1.256393
2026-04-26,346.6628,7.200330,6.050427
2026-04-26,6435.3017,5.351099,5.351099
2026-04-26,403.7264,-0.290012,-3.973243
2026-04-26,99.2462,2.667113,2.667113
2026-04-26,373.1933,10.299683,20.349009
2026-04-26,698.2110,2.863598,2.353993
2026-04-26,704.2921,8.542516,8.542516
2026-04-26,2993.8662,4.870473,6.284706
2026-04-26,2300.6858,6.787167,8.180552
2026-04-26,81.1091,7.212903,7.809361
2026-04-26,127.5573,3.008345,3.008345
2026-04-26,2998.8648,3.155486,2.814773
2026-04-26,53.4925,0.927061,0.927061
2026-04-26,2013.7779,10.279607,9.464163
2026-04-26,1599.1807,1.403928,2.047439
2026-04-26,1327.7034,9.985544,11.219780
2026-04-26,481.6432,3.473413,4.658620
2026-04-26,333.2883,4.924339,8.010701
2026-04-26,71420.1861,17.530295,20.484506
2026-04-26,26531.9498,10.790118,9.377026
2026-04-26,351.8099,2.964068,2.964068
2026-04-26,99.9430,4.064643,2.863484
2026-04-26,165.8241,5.795668,5.795668
2026-04-26,233.3038,-0.095485,-0.095485
2026-04-26,386.7831,8.375866,8.803955
2026-04-26,20.3207,10.687067,10.687067
2026-04-26,63771.7735,12.009578,11.838211
2026-04-26,303.8315,7.160490,10.437675
2026-04-26,10412.5314,7.713470,7.713470
2026-04-26,3664.5680,10.216880,10.723499
2026-04-26,41.9652,1.735369,1.735369
2026-04-26,112.6994,0.571614,1.390841
2026-04-26,1758.1575,4.188523,5.253454
2026-04-26,489.8351,4.054795,2.758918
2026-04-26,125.1382,7.356471,7.356471
2026-04-26,995.3248,3.489357,4.040123
2026-04-26,206.6345,3.369543,1.721472
2026-04-26,1215.7063,7.770028,7.770028
2026-04-26,399.9344,0.040336,0.040336
2026-04-26,298.1478,1.875061,1.917342
2026-04-26,107.0440,10.078508,9.776541
2026-04-26,504.4252,1.613100,1.613100
2026-04-26,89.6415,0.274087,3.103949
2026-04-26,999.2691,1.982980,2.238427
2026-04-26,526.3351,6.750394,6.622709
2026-04-26,49.8771,13.521492,10.950563
2026-04-26,270.5354,0.215665,-0.640923
2026-04-26,993.9478,0.741293,-8.564514
2026-04-26,170.0943,8.004772,8.089865
2026-04-26,40.1742,2.820816,2.820816
2026-04-26,338.2970,4.154535,-0.487950
2026-04-26,245.6634,0.629395,-0.616229
2026-04-26,89.6001,3.249363,1.323244
2026-04-26,1374.7652,4.017820,5.594416
2026-04-26,1097.0876,8.801472,11.780255
2026-04-26,172.9269,3.938934,3.095062
2026-04-26,65.6547,0.960173,0.960173
2026-04-26,563.6406,6.165131,6.851231
2026-04-26,220.4514,2.066506,2.066506
2026-04-26,403.9184,8.028599,9.326378
2026-04-26,321.9547,4.444464,3.474110
2026-04-26,47529.4234,6.501480,6.501480
2026-04-26,20094.6617,2.846695,0.357712
2026-04-26,9851.9007,4.304024,4.304024
2026-04-26,1574.9034,6.974887,8.087770
2026-04-26,14775.3903,13.034684,12.694371
2026-04-26,677.4298,6.120557,6.978723
2026-04-26,233.3416,3.348089,3.776401
2026-04-26,30085.4531,2.529337,2.529337
2026-04-26,0.0397,0.442020,2.428974
2026-04-26,363.2645,9.780293,9.780293
2026-04-26,121.2794,2.058663,0.677472
2026-04-26,77.3631,4.957586,4.914294
2026-04-26,3492.7343,1.647319,0.886340
2026-04-26,1999.3199,0.345757,0.345757
2026-04-26,10696.0678,2.617214,2.701736
2026-04-26,62.3217,0.974188,1.233366
2026-04-26,500.0215,4.294000,2.291446
2026-04-26,987.8510,0.419057,2.452995
2026-04-26,278.5818,4.174843,4.174843
2026-04-26,77.5067,0.855386,-0.742228
2026-04-26,498.6500,-0.542400,-0.371078
2026-04-26,242.3492,10.165398,9.658601
2026-04-26,484.5669,4.016885,5.072411
2026-04-26,90.0526,2.351643,4.752836
2026-04-26,349.8514,6.608087,6.906133
2026-04-26,21.4543,0.644768,0.430466
2026-04-26,224.1872,10.273538,10.273538
2026-04-26,29.5625,9.505515,14.429757
2026-04-26,10556.6232,2.600143,0.911326
2026-04-26,6828.6891,1.253669,0.011421
2026-04-26,3514.0027,4.826181,4.826181
2026-04-26,542.6166,8.284788,9.002788
2026-04-26,13989.6805,6.168072,5.139708
2026-04-26,10035.7572,2.717386,5.485649
2026-04-26,293.1137,10.527788,10.527788
2026-04-26,155.7278,-0.671382,-1.438770
2026-04-26,142.3865,1.660224,-0.052939
2026-04-26,144.0502,9.577469,9.151848
2026-04-26,10144.4771,5.001214,7.360554
2026-04-26,318.6101,0.215853,0.215853
2026-04-26,101.5325,9.172856,11.384538
2026-04-26,11653.1042,-1.387819,-4.814002
2026-04-26,9152.6953,0.522415,0.948531
2026-04-26,17.4976,6.736912,5.624422
2026-04-26,0.1716,1.796455,1.796455
2026-04-26,1113.8719,9.895064,13.979057
2026-04-26,498.6345,0.625579,0.625579
2026-04-26,1042.3657,-1.174037,1.229103
2026-04-26,2140.8570,9.327927,8.646268
2026-04-26,159.2892,3.264552,3.264552
2026-04-26,583.4779,9.323386,9.323386
2026-04-26,287.2292,10.608513,9.459962
2026-04-26,237.3427,4.333977,4.461848
2026-04-26,157.2702,2.854820,2.854820
2026-04-26,0.4556,0.849145,-1.364870
2026-04-26,185.5130,0.502326,-0.131408
2026-04-26,4486.8904,3.075426,4.822272
2026-04-26,6882.5483,10.153187,9.430405
2026-04-26,3501.2289,10.384772,10.384772
2026-04-26,351.9952,8.203643,8.203643
2026-04-26,146.1949,8.267101,8.267101
2026-04-26,43573.3922,2.864845,1.851487
2026-04-26,387.7312,7.912450,5.582503
2026-04-26,163.2568,11.283979,11.283979
2026-04-26,32.6348,8.974759,7.613007
2026-04-26,4443.7329,2.128568,10.918019
2026-04-26,49.9962,7.640259,9.504351
2026-04-26,2112.0645,6.271701,9.293198
2026-04-26,652.3882,4.402570,4.402570
2026-04-26,400.1364,0.839730,0.739705
2026-04-26,656.6768,6.649072,6.649072
2026-04-26,1723.5492,4.662155,7.257578
2026-04-26,411.8219,-0.157018,-2.414520
2026-04-26,294.1364,1.011061,1.437256
2026-04-26,99.9003,0.643376,-4.879203
2026-04-26,495.9170,8.956416,10.734758
2026-04-26,74.9598,0.365118,0.965019
2026-04-26,253.8829,-2.109521,-4.026544
2026-04-26,1302.4473,2.129528,2.385141
2026-04-26,129.9516,0.536992,0.536992
2026-04-26,49.9517,0.015153,0.015153
2026-04-26,658.6493,2.624000,4.625524
2026-04-26,71.3158,6.781153,1.736849
2026-04-26,17651.8948,10.044586,4.717838
2026-04-26,8.8986,7.831446,8.302757
2026-04-26,1642.7335,7.787098,7.787098
2026-04-26,174.6847,1.538880,1.538880
2026-04-26,237.4792,0.295248,0.123445
2026-04-26,419.8575,0.616827,1.259889
2026-04-26,4002.8864,10.952337,12.187001
2026-04-26,479.8056,6.012314,3.254990
2026-04-26,382.4448,1.637999,1.637999
2026-04-26,218.4336,4.721699,3.699040
2026-04-26,21294.3387,11.032177,0.897802
2026-04-26,351.8654,4.693757,4.693757
2026-04-26,163.4355,1.679660,-0.033500
2026-04-26,553.4223,13.411226,14.928960
2026-04-26,120.5880,9.801192,7.502897
2026-04-26,177.5015,0.919330,-4.831242
2026-04-26,2814.6585,7.719762,7.421705
2026-04-26,426.1167,0.541594,1.526735
2026-04-26,699.6602,0.066519,0.066519
2026-04-26,8767.0640,2.046648,2.046648
2026-04-26,22.6805,-0.286472,-0.286472
2026-04-26,631.6498,-0.751518,-0.836456
2026-04-26,643.8272,0.510115,0.510115
2026-04-26,98.5576,9.506191,12.311958
2026-04-26,17.5314,2.198363,2.198363
2026-04-26,849.1561,7.313522,7.313522
2026-04-26,66.5691,3.046157,3.046157
2026-04-26,400.6754,0.615040,0.615040
2026-04-26,673.5971,3.247422,4.706748
2026-04-26,100.9505,0.946538,0.051724
2026-04-26,73.0604,3.185424,3.185424
2026-04-26,989.6997,0.370739,0.370739
2026-04-26,1637.7005,8.115442,8.115442
2026-04-26,115.2918,3.667617,3.667617
2026-04-26,563.3005,2.012763,0.520676
2026-04-26,129.4449,9.821111,16.896145
2026-04-26,1507.1160,9.780683,7.457832
2026-04-26,362.0967,4.827865,5.807510
2026-04-26,787.3698,7.224943,7.954676
2026-04-26,465.8372,0.948976,0.948976
2026-04-26,612.3527,0.768102,0.338730
2026-04-26,11837.9262,7.261091,10.382247
2026-04-26,139.0607,0.193963,-4.846678
2026-04-26,198.8422,1.759794,1.674074
2026-04-26,303.4177,10.453319,10.453319
2026-04-26,57.9440,4.267017,4.267017
2026-04-26,6961.7400,2.831803,2.831803
2026-04-26,231.5989,-0.186094,-0.186094
2026-04-26,6.9442,9.225655,9.225655
2026-04-26,8450.9091,3.675116,1.247744
2026-04-26,6852.9553,2.758661,2.758661
2026-04-26,186.2726,3.435390,3.435390
2026-04-26,229.6682,0.135233,0.135233
2026-04-26,82.8701,2.865783,2.765778
2026-04-27,396.3127,1.962067,4.418402
2026-04-27,430.5810,-1.278603,5.659517
2026-04-27,1634.9259,0.222278,7.016047
2026-04-27,799.8825,-1.861379,-3.293711
2026-04-27,358.3302,-0.353008,-0.353008
2026-04-27,6028.2358,1.788596,1.788596
2026-04-27,453.8289,-4.031008,-1.253255
2026-04-27,2959.1313,-0.406286,-5.139651
2026-04-27,9169.1266,1.654535,1.783778
2026-04-27,15.9774,3.046440,3.046440
2026-04-27,42059.0770,5.992798,-1.628836
2026-04-27,598.2654,9.118713,9.380219
2026-04-27,12591.9896,3.173436,2.227392
2026-04-27,1027.3816,7.337794,7.237860
2026-04-27,1162.4158,8.039628,3.214915
2026-04-27,1257.2782,7.187171,6.725175
2026-04-27,178.8101,5.759589,5.659639
2026-04-27,1043.0460,3.306943,2.229176
2026-04-27,278.8164,9.797505,5.445593
2026-04-27,1937.4041,12.014066,5.833127
2026-04-27,2755.5373,1.086563,2.009152
2026-04-27,1498.2176,11.546889,13.641073
2026-04-27,173.9211,6.771727,8.321321
2026-04-27,2220.1809,3.871676,-3.604004
2026-04-27,1200.1853,1.047831,2.469498
2026-04-27,261.6978,12.285559,12.285559
2026-04-27,116.7920,3.764142,3.513477
2026-04-27,6360.9131,-1.365722,-2.230250
2026-04-27,280.2037,6.025900,4.098857
2026-04-27,82.9459,1.620699,8.562237
2026-04-27,240.8655,5.604730,10.274655
2026-04-27,2930.8594,6.435913,2.870564
2026-04-27,4618.2229,1.588184,2.068000
2026-04-27,6.9063,3.306412,3.306412
2026-04-27,34.4885,6.194792,6.194792
2026-04-27,6725.4874,14.228560,13.853591
2026-04-27,13762.0456,7.865097,10.700824
2026-04-27,59.8244,0.362196,-1.708261
2026-04-27,844.3500,9.230537,14.309316
2026-04-27,5727.4097,-1.929202,-2.498500
2026-04-27,9.7486,6.313150,6.829717
2026-04-27,15486.3314,7.939047,3.844328
2026-04-27,304.1026,1.937509,2.626839
2026-04-27,14.9464,2.642043,5.977707
2026-04-27,19095.1607,9.075785,12.050718
2026-04-27,2883.2701,4.724551,1.714550
2026-04-27,20.8781,0.627371,0.627371
2026-04-27,1077.4537,9.335547,10.673803
2026-04-27,175357.3475,16.164457,0.621215
2026-04-27,2341.8969,0.180462,3.565945
2026-04-27,14522.4303,3.149804,0.790462
2026-04-27,99.9822,4.842488,9.659400
2026-04-27,13369.5829,9.963469,8.457529
2026-04-27,63.5763,9.737156,9.478128
2026-04-27,12209.9692,-0.309620,-8.547401
2026-04-27,32.4325,1.076662,2.107857
2026-04-27,286.6551,2.813672,1.811241
2026-04-27,23.0089,1.477146,2.001330
2026-04-27,145.0134,5.796636,7.305204
2026-04-27,5596.4866,11.563602,16.491546
2026-04-27,1195.6980,1.386508,6.297197
2026-04-27,272.1524,8.979908,8.979908
2026-04-27,4776.3349,-0.150027,-4.316546
2026-04-27,282.6607,0.996081,2.611609
2026-04-27,739.1636,1.667248,0.077411
2026-04-27,675.7744,-0.811296,-0.434589
2026-04-27,2200.3162,1.179482,-1.161413
2026-04-27,37534.3829,11.062104,10.392759
2026-04-27,498.8971,5.380486,3.592278
2026-04-27,3731.4466,1.876127,3.097557
2026-04-27,2039.1693,-3.637683,1.758334
2026-04-27,1322.1196,-0.593145,-2.033779
2026-04-27,2993.0969,8.907313,7.424551
2026-04-27,733.3194,8.270098,8.701351
2026-04-27,66.5855,1.464217,0.947563
2026-04-27,3572.4484,0.194904,7.834617
2026-04-27,70.1721,2.586572,2.586572
2026-04-27,25940.2478,6.741706,3.823060
2026-04-27,2285.1529,5.598493,5.598493
2026-04-27,383.2023,-0.310250,-2.023516
2026-04-27,1505.6461,7.690309,5.708242
2026-04-27,1639.2305,4.895113,5.419363
2026-04-27,27.6495,2.381911,2.381911
2026-04-27,2247.3509,8.864056,8.864056
2026-04-27,366.2800,-1.125162,1.164271
2026-04-27,2406.9417,2.871712,2.871712
2026-04-27,1129.4775,0.267706,0.267706
2026-04-27,1996.3410,0.236953,0.795843
2026-04-27,3957.1244,8.971779,-1.153852
2026-04-27,1750.7959,7.879904,7.879904
2026-04-27,21623.9901,2.865677,2.865677
2026-04-27,1113.2033,9.010040,8.841233
2026-04-27,1.0080,1.168082,0.046791
2026-04-27,287.2668,6.169453,4.074342
2026-04-27,323.1282,2.111556,-0.831138
2026-04-27,8171.6869,7.956475,7.481953
2026-04-27,406.5507,3.478495,3.378517
2026-04-27,27.3939,6.657745,6.757685
2026-04-27,142.3256,8.813179,3.244137
2026-04-27,45.7623,3.220330,3.220330
2026-04-27,42.9202,7.658762,7.658762
2026-04-27,498.0000,2.128399,2.652226
2026-04-27,118.3117,9.479989,9.522182
2026-04-27,1340.8330,8.678545,9.419920
2026-04-27,360.2117,4.473636,4.910273
2026-04-27,22.6155,9.807193,8.202298
2026-04-27,10954.7235,3.038273,2.737360
2026-04-27,1364.1267,6.783622,8.487595
2026-04-27,2.5797,1.675307,1.762594
2026-04-27,2492.9142,-0.266772,1.184430
2026-04-27,840.2487,8.014442,7.795458
2026-04-27,1044.6496,5.150383,-2.864786
2026-04-27,708.7020,3.940690,4.158670
2026-04-27,2426.6079,-8.851635,-7.089612
2026-04-27,22618.3525,1.044836,10.067741
2026-04-27,249.5378,0.945899,0.987612
2026-04-27,236.6159,0.717229,1.562535
2026-04-27,2390.7990,2.262402,5.953655
2026-04-27,283.3167,5.531432,5.531432
2026-04-27,1744.8450,9.140696,5.638519
