victim_tx,protocol,pool,usd_amount
0xb2b565562a376915696539122bac5dc8736247b5467308f758176d94e2cb2fb7,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,5.46366400052
0xcd5c87a11fbe01d3a6f8e48659deb8c49f38d7df23549d530e7bf1112643538b,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,179.9512497355755
0x8a44bb9987acd0aa9e14993b90144ac3dc9b540005a644da39752459000cd02f,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,402.6120593775352
0x68372d0a648268d4158bf71f65d304e406d0b972d1f3aa6765e8d33e2e778df2,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,33.30561886541574
0x443046b48d420bb83c59876a964ca6002b0c66c97b77a0439d7a96fe1f82a9f3,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,29.920047174557
0x1ac2bd737a2768243aedf1d48ec9800df5ff575b21a39c438470787b40640bf4,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,21.57722412038857
0xd62becb5b09545795bb0a4dfd48c2165ebf2a84a6941a191e82e1cad020603f9,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,21.15317207710204
0x2359479e8a5c51df7cb249b4b4a3ace6c359245836d2c4addcad6769011fd1b2,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,159.8818412358036
0x4cc431b08607a935e9b7dc7a905cc49db28839b798bad8446348b591f8c0e129,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,46.34984898490794
0x86bfbc4843aff3797436193088e534b29c32a30e243cc938b7380952f13cbf9f,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,116.4860765803824
0x33513ef179e49b39868b6c31289c4650a38c701a2eb370289d6021f8fad7b79e,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,40.0225201596198
0x784ce9b12a225631f6131e02eef82102f06ee7b473f9a3196337e760442481e3,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,32.6862517589223
0xc6f91e09f6779184a13f1a2aa7c11a2418badd88db0779630e343ee6dc80ffbe,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,15.72689488813104
0xc5183d7580a6cfac12db998144e2b46269a3071efc5deb9f7710aae7e47012f3,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,161.6929464028987
0x44bf8ca143aec107250c406fb4b2adb3c2403c36713a4b46cc2388fc76890dae,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,75.87185558996778
0xc698087b1213969676c7a13c1c602820ba45d81924e5b974cf48666a8489cd7b,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,12.84753989232552
0xe06c50ada7a1e447f31b0226d02f35d6cbb10cd0b32a212df5298c2248a6c04c,uniswap_v4,0x000000000004444c5dc75cb358380d2e3de08a90,46.809749362869
