pct,markout_next_bps,markout_15s_bps
92.2,6.801012,7.564995
92.3,6.853724,7.628204
92.4,6.878663,7.667364
92.5,6.919459,7.717728
92.6,6.956219,7.782227
92.7,6.995698,7.805259
92.8,7.048063,7.889212
92.9,7.130638,7.925689
93.0,7.238446,7.984514
93.1,7.318476,8.047659
93.2,7.384909,8.104949
93.3,7.453448,8.149877
93.4,7.517277,8.211252
93.5,7.590041,8.255048
93.6,7.631777,8.316377
93.7,7.687144,8.404326
93.8,7.761135,8.464848
93.9,7.808489,8.509766
94.0,7.847131,8.553206
94.1,7.907542,8.608045
94.2,7.954317,8.657321
94.3,8.047107,8.751280
94.4,8.102132,8.785131
94.5,8.121090,8.846197
94.6,8.157684,8.907348
94.7,8.189634,8.980452
94.8,8.243328,9.006822
94.9,8.263148,9.057819
95.0,8.313533,9.142263
95.1,8.399510,9.195410
95.2,8.466596,9.260283
95.3,8.503837,9.335548
95.4,8.557466,9.398109
95.5,8.611641,9.438683
95.6,8.665458,9.464597
95.7,8.754068,9.538910
95.8,8.818381,9.615118
95.9,8.850140,9.664993
96.0,8.909586,9.716452
96.1,8.968161,9.787928
96.2,9.015198,9.860411
96.3,9.043822,9.927283
96.4,9.079680,9.951171
96.5,9.116344,10.027255
96.6,9.146670,10.083170
96.7,9.195663,10.155755
96.8,9.251086,10.244685
96.9,9.306777,10.287481
97.0,9.359371,10.402133
97.1,9.405673,10.459213
97.2,9.437228,10.610256
97.3,9.466380,10.714786
97.4,9.513660,10.844478
97.5,9.562389,10.932165
97.6,9.603450,10.983369
97.7,9.676828,11.123547
97.8,9.701600,11.204388
97.9,9.730918,11.296701
98.0,9.769751,11.389533
98.1,9.829247,11.528966
98.2,9.896765,11.669116
98.3,9.995384,11.816518
98.4,10.055679,12.074568
98.5,10.093212,12.241474
98.6,10.169305,12.449362
98.7,10.262915,12.731121
98.8,10.428211,12.869899
98.9,10.533379,13.219098
99.0,10.605269,13.332909
99.1,10.760974,13.565228
99.2,10.891042,14.123326
99.3,11.101988,14.663453
99.4,11.248567,15.180085
99.5,11.460893,15.773824
99.6,11.935562,16.235225
99.7,12.289050,17.057692
99.8,13.634301,17.899026
99.9,17.427995,19.703756
100.0,65.433811,57.126160
