pct,reg1_bps,reg2_bps,reg3_bps,reg4_bps,reg5_bps
84.8,1.2576,1.9871,2.6007,3.4414,5.3694
85.0,1.2739,2.0065,2.6295,3.4761,5.4237
85.2,1.2919,2.0246,2.6568,3.5112,5.4795
85.39999999999999,1.3103,2.0458,2.6843,3.5478,5.5359
85.6,1.3264,2.0711,2.7134,3.5834,5.5927
85.8,1.3465,2.0970,2.7424,3.6213,5.6521
86.0,1.3638,2.1232,2.7719,3.6570,5.7107
86.2,1.3837,2.1482,2.7994,3.6928,5.7688
86.4,1.4035,2.1731,2.8314,3.7323,5.8296
86.6,1.4214,2.1998,2.8624,3.7711,5.8880
86.8,1.4406,2.2249,2.8936,3.8103,5.9525
87.0,1.4612,2.2500,2.9239,3.8465,6.0116
87.2,1.4813,2.2745,2.9558,3.8883,6.0721
87.4,1.5001,2.3002,2.9891,3.9276,6.1381
87.6,1.5187,2.3273,3.0172,3.9662,6.2028
87.8,1.5362,2.3524,3.0494,4.0065,6.2740
88.0,1.5589,2.3788,3.0839,4.0449,6.3422
88.2,1.5794,2.4075,3.1189,4.0903,6.4121
88.4,1.6030,2.4361,3.1527,4.1334,6.4855
88.6,1.6262,2.4642,3.1889,4.1791,6.5558
88.8,1.6495,2.4940,3.2244,4.2271,6.6295
89.0,1.6715,2.5229,3.2618,4.2736,6.7033
89.2,1.6954,2.5529,3.2993,4.3203,6.7789
89.4,1.7180,2.5827,3.3380,4.3704,6.8591
89.60000000000001,1.7438,2.6111,3.3765,4.4194,6.9385
89.8,1.7690,2.6461,3.4149,4.4717,7.0169
90.0,1.7955,2.6791,3.4553,4.5176,7.0992
90.2,1.8206,2.7140,3.4966,4.5654,7.1795
90.4,1.8482,2.7461,3.5370,4.6199,7.2709
90.60000000000001,1.8739,2.7788,3.5785,4.6726,7.3576
90.8,1.9013,2.8148,3.6206,4.7292,7.4435
91.0,1.9287,2.8502,3.6650,4.7849,7.5352
91.2,1.9571,2.8900,3.7110,4.8399,7.6291
91.4,1.9833,2.9267,3.7585,4.8998,7.7258
91.60000000000001,2.0066,2.9647,3.8027,4.9593,7.8207
91.8,2.0343,3.0014,3.8499,5.0198,7.9182
92.0,2.0650,3.0370,3.9000,5.0819,8.0191
92.2,2.0984,3.0771,3.9503,5.1440,8.1266
92.4,2.1357,3.1219,3.9990,5.2080,8.2384
92.60000000000001,2.1711,3.1635,4.0487,5.2693,8.3558
92.80000000000001,2.2081,3.2092,4.1039,5.3408,8.4708
93.0,2.2439,3.2537,4.1596,5.4086,8.5913
93.2,2.2784,3.2974,4.2201,5.4798,8.7216
93.4,2.3147,3.3486,4.2804,5.5555,8.8465
93.60000000000001,2.3546,3.3985,4.3415,5.6283,8.9754
93.8,2.3946,3.4475,4.4038,5.7085,9.1104
94.0,2.4376,3.5040,4.4652,5.7880,9.2505
94.19999999999999,2.4825,3.5551,4.5301,5.8701,9.3978
94.39999999999999,2.5251,3.6125,4.5982,5.9622,9.5515
94.6,2.5699,3.6696,4.6646,6.0430,9.7109
94.8,2.6198,3.7329,4.7420,6.1348,9.8771
95.0,2.6669,3.7966,4.8164,6.2306,10.0433
95.19999999999999,2.7179,3.8617,4.8985,6.3329,10.2226
95.39999999999999,2.7717,3.9256,4.9805,6.4440,10.4095
95.6,2.8253,3.9947,5.0665,6.5503,10.6089
95.8,2.8848,4.0646,5.1560,6.6658,10.8217
96.0,2.9515,4.1462,5.2518,6.7911,11.0331
96.2,3.0089,4.2256,5.3535,6.9196,11.2684
96.39999999999999,3.0801,4.3125,5.4594,7.0588,11.5194
96.6,3.1497,4.4090,5.5764,7.2063,11.7887
96.8,3.2254,4.5021,5.6942,7.3553,12.0849
97.0,3.3153,4.6109,5.8197,7.5241,12.4171
97.2,3.4006,4.7203,5.9566,7.6946,12.7582
97.39999999999999,3.4978,4.8373,6.0975,7.8812,13.1295
97.6,3.5990,4.9772,6.2595,8.0810,13.5168
97.8,3.7041,5.1095,6.4425,8.3059,13.9787
98.0,3.8258,5.2683,6.6435,8.5669,14.4931
98.2,3.9649,5.4351,6.8521,8.8460,15.0465
98.4,4.1133,5.6318,7.0977,9.1470,15.6839
98.6,4.2959,5.8773,7.3695,9.5046,16.4699
98.8,4.4876,6.1302,7.7049,9.9384,17.3135
99.0,4.7536,6.4890,8.1031,10.4622,18.5147
99.2,5.0420,6.8997,8.6215,11.0857,19.9962
99.4,5.4299,7.4038,9.2731,11.9410,22.1209
99.6,6.0070,8.2138,10.2388,13.3232,25.3448
99.8,7.0901,9.6508,12.3134,15.9360,32.1241
100.0,27.6576,35.8923,46.0912,68.8964,292.5266
